base,M,outer,inner,k,total_candidates,prime_count,density,midpoint,phi_base,tau_base,rad_base,outer_gcd,inner_gcd,outer_is_prime,inner_is_prime,min_length,max_length
20,1,13,17,2,19,1,0.052632,10.0,8,6,10,1,1,true,true,13,13
20,1,13,17,3,19,1,0.052632,10.0,8,6,10,1,1,true,true,17,17
20,1,13,19,0,19,2,0.105263,10.0,8,6,10,1,1,true,true,5,5
20,1,13,19,1,19,0,0.000000,10.0,8,6,10,1,1,true,true,9,9
20,1,13,19,2,19,3,0.157895,10.0,8,6,10,1,1,true,true,13,13
20,1,13,19,3,19,1,0.052632,10.0,8,6,10,1,1,true,true,17,17
20,1,17,1,0,19,2,0.105263,10.0,8,6,10,1,1,true,false,5,5
20,1,17,1,1,19,2,0.105263,10.0,8,6,10,1,1,true,false,9,9
20,1,17,1,2,19,1,0.052632,10.0,8,6,10,1,1,true,false,13,13
20,1,17,1,3,19,1,0.052632,10.0,8,6,10,1,1,true,false,17,17
20,1,17,3,0,19,4,0.210526,10.0,8,6,10,1,1,true,true,5,5
20,1,17,3,1,19,1,0.052632,10.0,8,6,10,1,1,true,true,9,9
20,1,17,3,2,19,2,0.105263,10.0,8,6,10,1,1,true,true,13,13
20,1,17,3,3,19,1,0.052632,10.0,8,6,10,1,1,true,true,17,17
20,1,17,7,0,19,1,0.052632,10.0,8,6,10,1,1,true,true,5,5
20,1,17,7,1,19,4,0.210526,10.0,8,6,10,1,1,true,true,9,9
20,1,17,7,2,19,0,0.000000,10.0,8,6,10,1,1,true,true,13,13
20,1,17,7,3,19,0,0.000000,10.0,8,6,10,1,1,true,true,17,17
20,1,17,9,0,19,3,0.157895,10.0,8,6,10,1,1,true,false,5,5
20,1,17,9,1,19,4,0.210526,10.0,8,6,10,1,1,true,false,9,9
20,1,17,9,2,19,1,0.052632,10.0,8,6,10,1,1,true,false,13,13
20,1,17,9,3,19,0,0.000000,10.0,8,6,10,1,1,true,false,17,17
20,1,17,11,0,19,3,0.157895,10.0,8,6,10,1,1,true,true,5,5
20,1,17,11,1,19,2,0.105263,10.0,8,6,10,1,1,true,true,9,9
20,1,17,11,2,19,2,0.105263,10.0,8,6,10,1,1,true,true,13,13
20,1,17,11,3,19,0,0.000000,10.0,8,6,10,1,1,true,true,17,17
20,1,17,13,0,19,3,0.157895,10.0,8,6,10,1,1,true,true,5,5
20,1,17,13,1,19,2,0.105263,10.0,8,6,10,1,1,true,true,9,9
20,1,17,13,2,19,2,0.105263,10.0,8,6,10,1,1,true,true,13,13
20,1,17,13,3,19,1,0.052632,10.0,8,6,10,1,1,true,true,17,17
20,1,17,19,0,19,3,0.157895,10.0,8,6,10,1,1,true,true,5,5
20,1,17,19,1,19,3,0.157895,10.0,8,6,10,1,1,true,true,9,9
20,1,17,19,2,19,2,0.105263,10.0,8,6,10,1,1,true,true,13,13
20,1,17,19,3,19,0,0.000000,10.0,8,6,10,1,1,true,true,17,17
20,1,19,1,0,19,1,0.052632,10.0,8,6,10,1,1,true,false,5,5
20,1,19,1,1,19,2,0.105263,10.0,8,6,10,1,1,true,false,9,9
20,1,19,1,2,19,1,0.052632,10.0,8,6,10,1,1,true,false,13,13
20,1,19,1,3,19,1,0.052632,10.0,8,6,10,1,1,true,false,17,17
20,1,19,3,0,19,4,0.210526,10.0,8,6,10,1,1,true,true,5,5
20,1,19,3,1,19,1,0.052632,10.0,8,6,10,1,1,true,true,9,9
20,1,19,3,2,19,2,0.105263,10.0,8,6,10,1,1,true,true,13,13
20,1,19,3,3,19,0,0.000000,10.0,8,6,10,1,1,true,true,17,17
20,1,19,7,0,19,6,0.315789,10.0,8,6,10,1,1,true,true,5,5
20,1,19,7,1,19,2,0.105263,10.0,8,6,10,1,1,true,true,9,9
20,1,19,7,2,19,2,0.105263,10.0,8,6,10,1,1,true,true,13,13
20,1,19,7,3,19,2,0.105263,10.0,8,6,10,1,1,true,true,17,17
20,1,19,9,0,19,4,0.210526,10.0,8,6,10,1,1,true,false,5,5
20,1,19,9,1,19,2,0.105263,10.0,8,6,10,1,1,true,false,9,9
20,1,19,9,2,19,0,0.000000,10.0,8,6,10,1,1,true,false,13,13
20,1,19,9,3,19,0,0.000000,10.0,8,6,10,1,1,true,false,17,17
20,1,19,11,0,19,3,0.157895,10.0,8,6,10,1,1,true,true,5,5
20,1,19,11,1,19,0,0.000000,10.0,8,6,10,1,1,true,true,9,9
20,1,19,11,2,19,1,0.052632,10.0,8,6,10,1,1,true,true,13,13
20,1,19,11,3,19,1,0.052632,10.0,8,6,10,1,1,true,true,17,17
20,1,19,13,0,19,4,0.210526,10.0,8,6,10,1,1,true,true,5,5
20,1,19,13,1,19,1,0.052632,10.0,8,6,10,1,1,true,true,9,9
20,1,19,13,2,19,2,0.105263,10.0,8,6,10,1,1,true,true,13,13
20,1,19,13,3,19,1,0.052632,10.0,8,6,10,1,1,true,true,17,17
20,1,19,17,0,19,5,0.263158,10.0,8,6,10,1,1,true,true,5,5
20,1,19,17,1,19,2,0.105263,10.0,8,6,10,1,1,true,true,9,9
20,1,19,17,2,19,4,0.210526,10.0,8,6,10,1,1,true,true,13,13
20,1,19,17,3,19,1,0.052632,10.0,8,6,10,1,1,true,true,17,17
20,2,1,3,0,380,65,0.171053,10.0,8,6,10,1,1,false,true,6,6
20,2,1,3,1,380,25,0.065789,10.0,8,6,10,1,1,false,true,10,10
20,2,1,3,2,380,20,0.052632,10.0,8,6,10,1,1,false,true,14,14
20,2,1,3,3,380,18,0.047368,10.0,8,6,10,1,1,false,true,18,18
20,2,1,7,0,380,59,0.155263,10.0,8,6,10,1,1,false,true,6,6
20,2,1,7,1,380,27,0.071053,10.0,8,6,10,1,1,false,true,10,10
20,2,1,7,2,380,33,0.086842,10.0,8,6,10,1,1,false,true,14,14
20,2,1,7,3,380,10,0.026316,10.0,8,6,10,1,1,false,true,18,18
20,2,1,9,0,380,63,0.165789,10.0,8,6,10,1,1,false,false,6,6
20,2,1,9,1,380,36,0.094737,10.0,8,6,10,1,1,false,false,10,10
20,2,1,9,2,380,26,0.068421,10.0,8,6,10,1,1,false,false,14,14
20,2,1,9,3,380,18,0.047368,10.0,8,6,10,1,1,false,false,18,18
20,2,1,11,0,380,68,0.178947,10.0,8,6,10,1,1,false,true,6,6
20,2,1,11,1,380,29,0.076316,10.0,8,6,10,1,1,false,true,10,10
20,2,1,11,2,380,22,0.057895,10.0,8,6,10,1,1,false,true,14,14
20,2,1,11,3,380,20,0.052632,10.0,8,6,10,1,1,false,true,18,18
20,2,1,13,0,380,61,0.160526,10.0,8,6,10,1,1,false,true,6,6
20,2,1,13,1,380,46,0.121053,10.0,8,6,10,1,1,false,true,10,10
20,2,1,13,2,380,24,0.063158,10.0,8,6,10,1,1,false,true,14,14
20,2,1,13,3,380,21,0.055263,10.0,8,6,10,1,1,false,true,18,18
20,2,1,17,0,380,58,0.152632,10.0,8,6,10,1,1,false,true,6,6
20,2,1,17,1,380,31,0.081579,10.0,8,6,10,1,1,false,true,10,10
20,2,1,17,2,380,24,0.063158,10.0,8,6,10,1,1,false,true,14,14
20,2,1,17,3,380,19,0.050000,10.0,8,6,10,1,1,false,true,18,18
20,2,1,19,0,380,67,0.176316,10.0,8,6,10,1,1,false,true,6,6
20,2,1,19,1,380,31,0.081579,10.0,8,6,10,1,1,false,true,10,10
20,2,1,19,2,380,24,0.063158,10.0,8,6,10,1,1,false,true,14,14
20,2,1,19,3,380,26,0.068421,10.0,8,6,10,1,1,false,true,18,18
20,2,3,1,0,380,60,0.157895,10.0,8,6,10,1,1,true,false,6,6
20,2,3,1,1,380,38,0.100000,10.0,8,6,10,1,1,true,false,10,10
20,2,3,1,2,380,28,0.073684,10.0,8,6,10,1,1,true,false,14,14
20,2,3,1,3,380,13,0.034211,10.0,8,6,10,1,1,true,false,18,18
20,2,3,7,0,380,62,0.163158,10.0,8,6,10,1,1,true,true,6,6
20,2,3,7,1,380,28,0.073684,10.0,8,6,10,1,1,true,true,10,10
20,2,3,7,2,380,17,0.044737,10.0,8,6,10,1,1,true,true,14,14
20,2,3,7,3,380,20,0.052632,10.0,8,6,10,1,1,true,true,18,18
20,2,3,9,0,380,58,0.152632,10.0,8,6,10,1,1,true,false,6,6
20,2,3,9,1,380,39,0.102632,10.0,8,6,10,1,1,true,false,10,10
20,2,3,9,2,380,26,0.068421,10.0,8,6,10,1,1,true,false,14,14
20,2,3,9,3,380,15,0.039474,10.0,8,6,10,1,1,true,false,18,18
20,2,3,11,0,380,61,0.160526,10.0,8,6,10,1,1,true,true,6,6
20,2,3,11,1,380,31,0.081579,10.0,8,6,10,1,1,true,true,10,10
20,2,3,11,2,380,21,0.055263,10.0,8,6,10,1,1,true,true,14,14
20,2,3,11,3,380,18,0.047368,10.0,8,6,10,1,1,true,true,18,18
20,2,3,13,0,380,52,0.136842,10.0,8,6,10,1,1,true,true,6,6
20,2,3,13,1,380,35,0.092105,10.0,8,6,10,1,1,true,true,10,10
20,2,3,13,2,380,22,0.057895,10.0,8,6,10,1,1,true,true,14,14
20,2,3,13,3,380,18,0.047368,10.0,8,6,10,1,1,true,true,18,18
20,2,3,17,0,380,64,0.168421,10.0,8,6,10,1,1,true,true,6,6
20,2,3,17,1,380,31,0.081579,10.0,8,6,10,1,1,true,true,10,10
20,2,3,17,2,380,28,0.073684,10.0,8,6,10,1,1,true,true,14,14
20,2,3,17,3,380,23,0.060526,10.0,8,6,10,1,1,true,true,18,18
20,2,3,19,0,380,60,0.157895,10.0,8,6,10,1,1,true,true,6,6
20,2,3,19,1,380,35,0.092105,10.0,8,6,10,1,1,true,true,10,10
20,2,3,19,2,380,31,0.081579,10.0,8,6,10,1,1,true,true,14,14
20,2,3,19,3,380,29,0.076316,10.0,8,6,10,1,1,true,true,18,18
20,2,7,1,0,380,60,0.157895,10.0,8,6,10,1,1,true,false,6,6
20,2,7,1,1,380,38,0.100000,10.0,8,6,10,1,1,true,false,10,10
20,2,7,1,2,380,22,0.057895,10.0,8,6,10,1,1,true,false,14,14
20,2,7,1,3,380,16,0.042105,10.0,8,6,10,1,1,true,false,18,18
20,2,7,3,0,380,49,0.128947,10.0,8,6,10,1,1,true,true,6,6
20,2,7,3,1,380,36,0.094737,10.0,8,6,10,1,1,true,true,10,10
20,2,7,3,2,380,28,0.073684,10.0,8,6,10,1,1,true,true,14,14
20,2,7,3,3,380,21,0.055263,10.0,8,6,10,1,1,true,true,18,18
20,2,7,9,0,380,43,0.113158,10.0,8,6,10,1,1,true,false,6,6
20,2,7,9,1,380,36,0.094737,10.0,8,6,10,1,1,true,false,10,10
20,2,7,9,2,380,25,0.065789,10.0,8,6,10,1,1,true,false,14,14
20,2,7,9,3,380,22,0.057895,10.0,8,6,10,1,1,true,false,18,18
20,2,7,11,0,380,50,0.131579,10.0,8,6,10,1,1,true,true,6,6
20,2,7,11,1,380,27,0.071053,10.0,8,6,10,1,1,true,true,10,10
20,2,7,11,2,380,18,0.047368,10.0,8,6,10,1,1,true,true,14,14
20,2,7,11,3,380,17,0.044737,10.0,8,6,10,1,1,true,true,18,18
20,2,7,13,0,380,61,0.160526,10.0,8,6,10,1,1,true,true,6,6
20,2,7,13,1,380,42,0.110526,10.0,8,6,10,1,1,true,true,10,10
20,2,7,13,2,380,32,0.084211,10.0,8,6,10,1,1,true,true,14,14
20,2,7,13,3,380,16,0.042105,10.0,8,6,10,1,1,true,true,18,18
20,2,7,17,0,380,56,0.147368,10.0,8,6,10,1,1,true,true,6,6
20,2,7,17,1,380,33,0.086842,10.0,8,6,10,1,1,true,true,10,10
20,2,7,17,2,380,24,0.063158,10.0,8,6,10,1,1,true,true,14,14
20,2,7,17,3,380,17,0.044737,10.0,8,6,10,1,1,true,true,18,18
20,2,7,19,0,380,52,0.136842,10.0,8,6,10,1,1,true,true,6,6
20,2,7,19,1,380,31,0.081579,10.0,8,6,10,1,1,true,true,10,10
20,2,7,19,2,380,25,0.065789,10.0,8,6,10,1,1,true,true,14,14
20,2,7,19,3,380,13,0.034211,10.0,8,6,10,1,1,true,true,18,18
20,2,9,1,0,380,53,0.139474,10.0,8,6,10,1,1,false,false,6,6
20,2,9,1,1,380,29,0.076316,10.0,8,6,10,1,1,false,false,10,10
20,2,9,1,2,380,21,0.055263,10.0,8,6,10,1,1,false,false,14,14
20,2,9,1,3,380,22,0.057895,10.0,8,6,10,1,1,false,false,18,18
20,2,9,3,0,380,53,0.139474,10.0,8,6,10,1,1,false,true,6,6
20,2,9,3,1,380,29,0.076316,10.0,8,6,10,1,1,false,true,10,10
20,2,9,3,2,380,19,0.050000,10.0,8,6,10,1,1,false,true,14,14
20,2,9,3,3,380,23,0.060526,10.0,8,6,10,1,1,false,true,18,18
20,2,9,7,0,380,64,0.168421,10.0,8,6,10,1,1,false,true,6,6
20,2,9,7,1,380,34,0.089474,10.0,8,6,10,1,1,false,true,10,10
20,2,9,7,2,380,24,0.063158,10.0,8,6,10,1,1,false,true,14,14
20,2,9,7,3,380,18,0.047368,10.0,8,6,10,1,1,false,true,18,18
20,2,9,11,0,380,64,0.168421,10.0,8,6,10,1,1,false,true,6,6
20,2,9,11,1,380,36,0.094737,10.0,8,6,10,1,1,false,true,10,10
20,2,9,11,2,380,19,0.050000,10.0,8,6,10,1,1,false,true,14,14
20,2,9,11,3,380,18,0.047368,10.0,8,6,10,1,1,false,true,18,18
20,2,9,13,0,380,48,0.126316,10.0,8,6,10,1,1,false,true,6,6
20,2,9,13,1,380,29,0.076316,10.0,8,6,10,1,1,false,true,10,10
20,2,9,13,2,380,22,0.057895,10.0,8,6,10,1,1,false,true,14,14
20,2,9,13,3,380,25,0.065789,10.0,8,6,10,1,1,false,true,18,18
20,2,9,17,0,380,51,0.134211,10.0,8,6,10,1,1,false,true,6,6
20,2,9,17,1,380,38,0.100000,10.0,8,6,10,1,1,false,true,10,10
20,2,9,17,2,380,30,0.078947,10.0,8,6,10,1,1,false,true,14,14
20,2,9,17,3,380,16,0.042105,10.0,8,6,10,1,1,false,true,18,18
20,2,9,19,0,380,44,0.115789,10.0,8,6,10,1,1,false,true,6,6
20,2,9,19,1,380,44,0.115789,10.0,8,6,10,1,1,false,true,10,10
20,2,9,19,2,380,24,0.063158,10.0,8,6,10,1,1,false,true,14,14
20,2,9,19,3,380,16,0.042105,10.0,8,6,10,1,1,false,true,18,18
20,2,11,1,0,380,55,0.144737,10.0,8,6,10,1,1,true,false,6,6
20,2,11,1,1,380,25,0.065789,10.0,8,6,10,1,1,true,false,10,10
20,2,11,1,2,380,19,0.050000,10.0,8,6,10,1,1,true,false,14,14
20,2,11,1,3,380,16,0.042105,10.0,8,6,10,1,1,true,false,18,18
20,2,11,3,0,380,51,0.134211,10.0,8,6,10,1,1,true,true,6,6
20,2,11,3,1,380,30,0.078947,10.0,8,6,10,1,1,true,true,10,10
20,2,11,3,2,380,16,0.042105,10.0,8,6,10,1,1,true,true,14,14
20,2,11,3,3,380,15,0.039474,10.0,8,6,10,1,1,true,true,18,18
20,2,11,7,0,380,50,0.131579,10.0,8,6,10,1,1,true,true,6,6
20,2,11,7,1,380,34,0.089474,10.0,8,6,10,1,1,true,true,10,10
20,2,11,7,2,380,21,0.055263,10.0,8,6,10,1,1,true,true,14,14
20,2,11,7,3,380,17,0.044737,10.0,8,6,10,1,1,true,true,18,18
20,2,11,9,0,380,55,0.144737,10.0,8,6,10,1,1,true,false,6,6
20,2,11,9,1,380,33,0.086842,10.0,8,6,10,1,1,true,false,10,10
20,2,11,9,2,380,29,0.076316,10.0,8,6,10,1,1,true,false,14,14
20,2,11,9,3,380,16,0.042105,10.0,8,6,10,1,1,true,false,18,18
20,2,11,13,0,380,56,0.147368,10.0,8,6,10,1,1,true,true,6,6
20,2,11,13,1,380,33,0.086842,10.0,8,6,10,1,1,true,true,10,10
20,2,11,13,2,380,23,0.060526,10.0,8,6,10,1,1,true,true,14,14
20,2,11,13,3,380,17,0.044737,10.0,8,6,10,1,1,true,true,18,18
20,2,11,17,0,380,55,0.144737,10.0,8,6,10,1,1,true,true,6,6
20,2,11,17,1,380,35,0.092105,10.0,8,6,10,1,1,true,true,10,10
20,2,11,17,2,380,21,0.055263,10.0,8,6,10,1,1,true,true,14,14
20,2,11,17,3,380,17,0.044737,10.0,8,6,10,1,1,true,true,18,18
20,2,11,19,0,380,55,0.144737,10.0,8,6,10,1,1,true,true,6,6
20,2,11,19,1,380,34,0.089474,10.0,8,6,10,1,1,true,true,10,10
20,2,11,19,2,380,23,0.060526,10.0,8,6,10,1,1,true,true,14,14
20,2,11,19,3,380,17,0.044737,10.0,8,6,10,1,1,true,true,18,18
20,2,13,1,0,380,55,0.144737,10.0,8,6,10,1,1,true,false,6,6
20,2,13,1,1,380,30,0.078947,10.0,8,6,10,1,1,true,false,10,10
20,2,13,1,2,380,25,0.065789,10.0,8,6,10,1,1,true,false,14,14
20,2,13,1,3,380,27,0.071053,10.0,8,6,10,1,1,true,false,18,18
20,2,13,3,0,380,53,0.139474,10.0,8,6,10,1,1,true,true,6,6
20,2,13,3,1,380,30,0.078947,10.0,8,6,10,1,1,true,true,10,10
20,2,13,3,2,380,21,0.055263,10.0,8,6,10,1,1,true,true,14,14
20,2,13,3,3,380,16,0.042105,10.0,8,6,10,1,1,true,true,18,18
20,2,13,7,0,380,55,0.144737,10.0,8,6,10,1,1,true,true,6,6
20,2,13,7,1,380,30,0.078947,10.0,8,6,10,1,1,true,true,10,10
20,2,13,7,2,380,17,0.044737,10.0,8,6,10,1,1,true,true,14,14
20,2,13,7,3,380,11,0.028947,10.0,8,6,10,1,1,true,true,18,18
20,2,13,9,0,380,68,0.178947,10.0,8,6,10,1,1,true,false,6,6
20,2,13,9,1,380,33,0.086842,10.0,8,6,10,1,1,true,false,10,10
20,2,13,9,2,380,16,0.042105,10.0,8,6,10,1,1,true,false,14,14
20,2,13,9,3,380,17,0.044737,10.0,8,6,10,1,1,true,false,18,18
20,2,13,11,0,380,57,0.150000,10.0,8,6,10,1,1,true,true,6,6
20,2,13,11,1,380,32,0.084211,10.0,8,6,10,1,1,true,true,10,10
20,2,13,11,2,380,23,0.060526,10.0,8,6,10,1,1,true,true,14,14
20,2,13,11,3,380,21,0.055263,10.0,8,6,10,1,1,true,true,18,18
20,2,13,17,0,380,52,0.136842,10.0,8,6,10,1,1,true,true,6,6
20,2,13,17,1,380,31,0.081579,10.0,8,6,10,1,1,true,true,10,10
20,2,13,17,2,380,21,0.055263,10.0,8,6,10,1,1,true,true,14,14
20,2,13,17,3,380,13,0.034211,10.0,8,6,10,1,1,true,true,18,18
20,2,13,19,0,380,57,0.150000,10.0,8,6,10,1,1,true,true,6,6
20,2,13,19,1,380,38,0.100000,10.0,8,6,10,1,1,true,true,10,10
20,2,13,19,2,380,22,0.057895,10.0,8,6,10,1,1,true,true,14,14
20,2,13,19,3,380,15,0.039474,10.0,8,6,10,1,1,true,true,18,18
20,2,17,1,0,380,52,0.136842,10.0,8,6,10,1,1,true,false,6,6
20,2,17,1,1,380,29,0.076316,10.0,8,6,10,1,1,true,false,10,10
20,2,17,1,2,380,22,0.057895,10.0,8,6,10,1,1,true,false,14,14
20,2,17,1,3,380,28,0.073684,10.0,8,6,10,1,1,true,false,18,18
20,2,17,3,0,380,59,0.155263,10.0,8,6,10,1,1,true,true,6,6
20,2,17,3,1,380,35,0.092105,10.0,8,6,10,1,1,true,true,10,10
20,2,17,3,2,380,24,0.063158,10.0,8,6,10,1,1,true,true,14,14
20,2,17,3,3,380,17,0.044737,10.0,8,6,10,1,1,true,true,18,18
20,2,17,7,0,380,51,0.134211,10.0,8,6,10,1,1,true,true,6,6
20,2,17,7,1,380,33,0.086842,10.0,8,6,10,1,1,true,true,10,10
20,2,17,7,2,380,28,0.073684,10.0,8,6,10,1,1,true,true,14,14
20,2,17,7,3,380,23,0.060526,10.0,8,6,10,1,1,true,true,18,18
20,2,17,9,0,380,43,0.113158,10.0,8,6,10,1,1,true,false,6,6
20,2,17,9,1,380,35,0.092105,10.0,8,6,10,1,1,true,false,10,10
20,2,17,9,2,380,18,0.047368,10.0,8,6,10,1,1,true,false,14,14
20,2,17,9,3,380,14,0.036842,10.0,8,6,10,1,1,true,false,18,18
20,2,17,11,0,380,55,0.144737,10.0,8,6,10,1,1,true,true,6,6
20,2,17,11,1,380,26,0.068421,10.0,8,6,10,1,1,true,true,10,10
20,2,17,11,2,380,20,0.052632,10.0,8,6,10,1,1,true,true,14,14
20,2,17,11,3,380,16,0.042105,10.0,8,6,10,1,1,true,true,18,18
20,2,17,13,0,380,52,0.136842,10.0,8,6,10,1,1,true,true,6,6
20,2,17,13,1,380,32,0.084211,10.0,8,6,10,1,1,true,true,10,10
20,2,17,13,2,380,22,0.057895,10.0,8,6,10,1,1,true,true,14,14
20,2,17,13,3,380,17,0.044737,10.0,8,6,10,1,1,true,true,18,18
20,2,17,19,0,380,62,0.163158,10.0,8,6,10,1,1,true,true,6,6
20,2,17,19,1,380,31,0.081579,10.0,8,6,10,1,1,true,true,10,10
20,2,17,19,2,380,27,0.071053,10.0,8,6,10,1,1,true,true,14,14
20,2,17,19,3,380,15,0.039474,10.0,8,6,10,1,1,true,true,18,18
20,2,19,1,0,380,50,0.131579,10.0,8,6,10,1,1,true,false,6,6
20,2,19,1,1,380,27,0.071053,10.0,8,6,10,1,1,true,false,10,10
20,2,19,1,2,380,22,0.057895,10.0,8,6,10,1,1,true,false,14,14
20,2,19,1,3,380,17,0.044737,10.0,8,6,10,1,1,true,false,18,18
20,2,19,3,0,380,55,0.144737,10.0,8,6,10,1,1,true,true,6,6
20,2,19,3,1,380,32,0.084211,10.0,8,6,10,1,1,true,true,10,10
20,2,19,3,2,380,25,0.065789,10.0,8,6,10,1,1,true,true,14,14
20,2,19,3,3,380,22,0.057895,10.0,8,6,10,1,1,true,true,18,18
20,2,19,7,0,380,48,0.126316,10.0,8,6,10,1,1,true,true,6,6
20,2,19,7,1,380,31,0.081579,10.0,8,6,10,1,1,true,true,10,10
20,2,19,7,2,380,19,0.050000,10.0,8,6,10,1,1,true,true,14,14
20,2,19,7,3,380,23,0.060526,10.0,8,6,10,1,1,true,true,18,18
20,2,19,9,0,380,58,0.152632,10.0,8,6,10,1,1,true,false,6,6
20,2,19,9,1,380,36,0.094737,10.0,8,6,10,1,1,true,false,10,10
20,2,19,9,2,380,28,0.073684,10.0,8,6,10,1,1,true,false,14,14
20,2,19,9,3,380,12,0.031579,10.0,8,6,10,1,1,true,false,18,18
20,2,19,11,0,380,48,0.126316,10.0,8,6,10,1,1,true,true,6,6
20,2,19,11,1,380,38,0.100000,10.0,8,6,10,1,1,true,true,10,10
20,2,19,11,2,380,21,0.055263,10.0,8,6,10,1,1,true,true,14,14
20,2,19,11,3,380,21,0.055263,10.0,8,6,10,1,1,true,true,18,18
20,2,19,13,0,380,51,0.134211,10.0,8,6,10,1,1,true,true,6,6
20,2,19,13,1,380,38,0.100000,10.0,8,6,10,1,1,true,true,10,10
20,2,19,13,2,380,14,0.036842,10.0,8,6,10,1,1,true,true,14,14
20,2,19,13,3,380,10,0.026316,10.0,8,6,10,1,1,true,true,18,18
20,2,19,17,0,380,56,0.147368,10.0,8,6,10,1,1,true,true,6,6
20,2,19,17,1,380,34,0.089474,10.0,8,6,10,1,1,true,true,10,10
20,2,19,17,2,380,21,0.055263,10.0,8,6,10,1,1,true,true,14,14
20,2,19,17,3,380,15,0.039474,10.0,8,6,10,1,1,true,true,18,18
20,3,1,3,0,7600,1020,0.134211,10.0,8,6,10,1,1,false,true,7,7
20,3,1,3,1,7600,606,0.079737,10.0,8,6,10,1,1,false,true,11,11
20,3,1,3,2,7600,431,0.056711,10.0,8,6,10,1,1,false,true,15,15
20,3,1,3,3,7600,363,0.047763,10.0,8,6,10,1,1,false,true,19,19
20,3,1,7,0,7600,1011,0.133026,10.0,8,6,10,1,1,false,true,7,7
20,3,1,7,1,7600,619,0.081447,10.0,8,6,10,1,1,false,true,11,11
20,3,1,7,2,7600,451,0.059342,10.0,8,6,10,1,1,false,true,15,15
20,3,1,7,3,7600,350,0.046053,10.0,8,6,10,1,1,false,true,19,19
20,3,1,9,0,7600,1014,0.133421,10.0,8,6,10,1,1,false,false,7,7
20,3,1,9,1,7600,611,0.080395,10.0,8,6,10,1,1,false,false,11,11
20,3,1,9,2,7600,451,0.059342,10.0,8,6,10,1,1,false,false,15,15
20,3,1,9,3,7600,337,0.044342,10.0,8,6,10,1,1,false,false,19,19
20,3,1,11,0,7600,1018,0.133947,10.0,8,6,10,1,1,false,true,7,7
20,3,1,11,1,7600,638,0.083947,10.0,8,6,10,1,1,false,true,11,11
20,3,1,11,2,7600,468,0.061579,10.0,8,6,10,1,1,false,true,15,15
20,3,1,11,3,7600,382,0.050263,10.0,8,6,10,1,1,false,true,19,19
20,3,1,13,0,7600,1036,0.136316,10.0,8,6,10,1,1,false,true,7,7
20,3,1,13,1,7600,602,0.079211,10.0,8,6,10,1,1,false,true,11,11
20,3,1,13,2,7600,439,0.057763,10.0,8,6,10,1,1,false,true,15,15
20,3,1,13,3,7600,362,0.047632,10.0,8,6,10,1,1,false,true,19,19
20,3,1,17,0,7600,1009,0.132763,10.0,8,6,10,1,1,false,true,7,7
20,3,1,17,1,7600,657,0.086447,10.0,8,6,10,1,1,false,true,11,11
20,3,1,17,2,7600,464,0.061053,10.0,8,6,10,1,1,false,true,15,15
20,3,1,17,3,7600,356,0.046842,10.0,8,6,10,1,1,false,true,19,19
20,3,1,19,0,7600,1004,0.132105,10.0,8,6,10,1,1,false,true,7,7
20,3,1,19,1,7600,663,0.087237,10.0,8,6,10,1,1,false,true,11,11
20,3,1,19,2,7600,439,0.057763,10.0,8,6,10,1,1,false,true,15,15
20,3,1,19,3,7600,344,0.045263,10.0,8,6,10,1,1,false,true,19,19
20,3,3,1,0,7600,993,0.130658,10.0,8,6,10,1,1,true,false,7,7
20,3,3,1,1,7600,583,0.076711,10.0,8,6,10,1,1,true,false,11,11
20,3,3,1,2,7600,419,0.055132,10.0,8,6,10,1,1,true,false,15,15
20,3,3,1,3,7600,344,0.045263,10.0,8,6,10,1,1,true,false,19,19
20,3,3,7,0,7600,977,0.128553,10.0,8,6,10,1,1,true,true,7,7
20,3,3,7,1,7600,613,0.080658,10.0,8,6,10,1,1,true,true,11,11
20,3,3,7,2,7600,407,0.053553,10.0,8,6,10,1,1,true,true,15,15
20,3,3,7,3,7600,349,0.045921,10.0,8,6,10,1,1,true,true,19,19
20,3,3,9,0,7600,970,0.127632,10.0,8,6,10,1,1,true,false,7,7
20,3,3,9,1,7600,598,0.078684,10.0,8,6,10,1,1,true,false,11,11
20,3,3,9,2,7600,436,0.057368,10.0,8,6,10,1,1,true,false,15,15
20,3,3,9,3,7600,356,0.046842,10.0,8,6,10,1,1,true,false,19,19
20,3,3,11,0,7600,1020,0.134211,10.0,8,6,10,1,1,true,true,7,7
20,3,3,11,1,7600,622,0.081842,10.0,8,6,10,1,1,true,true,11,11
20,3,3,11,2,7600,440,0.057895,10.0,8,6,10,1,1,true,true,15,15
20,3,3,11,3,7600,318,0.041842,10.0,8,6,10,1,1,true,true,19,19
20,3,3,13,0,7600,982,0.129211,10.0,8,6,10,1,1,true,true,7,7
20,3,3,13,1,7600,632,0.083158,10.0,8,6,10,1,1,true,true,11,11
20,3,3,13,2,7600,425,0.055921,10.0,8,6,10,1,1,true,true,15,15
20,3,3,13,3,7600,322,0.042368,10.0,8,6,10,1,1,true,true,19,19
20,3,3,17,0,7600,984,0.129474,10.0,8,6,10,1,1,true,true,7,7
20,3,3,17,1,7600,617,0.081184,10.0,8,6,10,1,1,true,true,11,11
20,3,3,17,2,7600,457,0.060132,10.0,8,6,10,1,1,true,true,15,15
