base,M,outer,inner,k,total_candidates,prime_count,density,midpoint,phi_base,tau_base,rad_base,outer_gcd,inner_gcd,outer_is_prime,inner_is_prime,min_length,max_length
15,1,8,2,1,14,1,0.071429,7.5,8,4,15,1,1,false,true,9,9
15,1,8,2,2,14,1,0.071429,7.5,8,4,15,1,1,false,true,13,13
15,1,8,2,3,14,0,0.000000,7.5,8,4,15,1,1,false,true,17,17
15,1,8,4,0,14,4,0.285714,7.5,8,4,15,1,1,false,false,5,5
15,1,8,4,1,14,1,0.071429,7.5,8,4,15,1,1,false,false,9,9
15,1,8,4,2,14,0,0.000000,7.5,8,4,15,1,1,false,false,13,13
15,1,8,4,3,14,0,0.000000,7.5,8,4,15,1,1,false,false,17,17
15,1,8,7,0,14,3,0.214286,7.5,8,4,15,1,1,false,true,5,5
15,1,8,7,1,14,1,0.071429,7.5,8,4,15,1,1,false,true,9,9
15,1,8,7,2,14,0,0.000000,7.5,8,4,15,1,1,false,true,13,13
15,1,8,7,3,14,0,0.000000,7.5,8,4,15,1,1,false,true,17,17
15,1,8,11,0,14,3,0.214286,7.5,8,4,15,1,1,false,true,5,5
15,1,8,11,1,14,0,0.000000,7.5,8,4,15,1,1,false,true,9,9
15,1,8,11,2,14,0,0.000000,7.5,8,4,15,1,1,false,true,13,13
15,1,8,11,3,14,0,0.000000,7.5,8,4,15,1,1,false,true,17,17
15,1,8,13,0,14,3,0.214286,7.5,8,4,15,1,1,false,true,5,5
15,1,8,13,1,14,1,0.071429,7.5,8,4,15,1,1,false,true,9,9
15,1,8,13,2,14,0,0.000000,7.5,8,4,15,1,1,false,true,13,13
15,1,8,13,3,14,2,0.142857,7.5,8,4,15,1,1,false,true,17,17
15,1,8,14,0,14,3,0.214286,7.5,8,4,15,1,1,false,false,5,5
15,1,8,14,1,14,1,0.071429,7.5,8,4,15,1,1,false,false,9,9
15,1,8,14,2,14,1,0.071429,7.5,8,4,15,1,1,false,false,13,13
15,1,8,14,3,14,2,0.142857,7.5,8,4,15,1,1,false,false,17,17
15,1,11,1,0,14,2,0.142857,7.5,8,4,15,1,1,true,false,5,5
15,1,11,1,1,14,0,0.000000,7.5,8,4,15,1,1,true,false,9,9
15,1,11,1,2,14,1,0.071429,7.5,8,4,15,1,1,true,false,13,13
15,1,11,1,3,14,0,0.000000,7.5,8,4,15,1,1,true,false,17,17
15,1,11,2,0,14,1,0.071429,7.5,8,4,15,1,1,true,true,5,5
15,1,11,2,1,14,2,0.142857,7.5,8,4,15,1,1,true,true,9,9
15,1,11,2,2,14,1,0.071429,7.5,8,4,15,1,1,true,true,13,13
15,1,11,2,3,14,1,0.071429,7.5,8,4,15,1,1,true,true,17,17
15,1,11,4,0,14,3,0.214286,7.5,8,4,15,1,1,true,false,5,5
15,1,11,4,1,14,3,0.214286,7.5,8,4,15,1,1,true,false,9,9
15,1,11,4,2,14,1,0.071429,7.5,8,4,15,1,1,true,false,13,13
15,1,11,4,3,14,0,0.000000,7.5,8,4,15,1,1,true,false,17,17
15,1,11,7,0,14,0,0.000000,7.5,8,4,15,1,1,true,true,5,5
15,1,11,7,1,14,2,0.142857,7.5,8,4,15,1,1,true,true,9,9
15,1,11,7,2,14,1,0.071429,7.5,8,4,15,1,1,true,true,13,13
15,1,11,7,3,14,0,0.000000,7.5,8,4,15,1,1,true,true,17,17
15,1,11,8,0,14,2,0.142857,7.5,8,4,15,1,1,true,false,5,5
15,1,11,8,1,14,0,0.000000,7.5,8,4,15,1,1,true,false,9,9
15,1,11,8,2,14,2,0.142857,7.5,8,4,15,1,1,true,false,13,13
15,1,11,8,3,14,1,0.071429,7.5,8,4,15,1,1,true,false,17,17
15,1,11,13,0,14,4,0.285714,7.5,8,4,15,1,1,true,true,5,5
15,1,11,13,1,14,1,0.071429,7.5,8,4,15,1,1,true,true,9,9
15,1,11,13,2,14,0,0.000000,7.5,8,4,15,1,1,true,true,13,13
15,1,11,13,3,14,0,0.000000,7.5,8,4,15,1,1,true,true,17,17
15,1,11,14,0,14,3,0.214286,7.5,8,4,15,1,1,true,false,5,5
15,1,11,14,1,14,1,0.071429,7.5,8,4,15,1,1,true,false,9,9
15,1,11,14,2,14,0,0.000000,7.5,8,4,15,1,1,true,false,13,13
15,1,11,14,3,14,1,0.071429,7.5,8,4,15,1,1,true,false,17,17
15,1,13,1,0,14,1,0.071429,7.5,8,4,15,1,1,true,false,5,5
15,1,13,1,1,14,1,0.071429,7.5,8,4,15,1,1,true,false,9,9
15,1,13,1,2,14,1,0.071429,7.5,8,4,15,1,1,true,false,13,13
15,1,13,1,3,14,0,0.000000,7.5,8,4,15,1,1,true,false,17,17
15,1,13,2,0,14,1,0.071429,7.5,8,4,15,1,1,true,true,5,5
15,1,13,2,1,14,0,0.000000,7.5,8,4,15,1,1,true,true,9,9
15,1,13,2,2,14,2,0.142857,7.5,8,4,15,1,1,true,true,13,13
15,1,13,2,3,14,0,0.000000,7.5,8,4,15,1,1,true,true,17,17
15,1,13,4,0,14,3,0.214286,7.5,8,4,15,1,1,true,false,5,5
15,1,13,4,1,14,0,0.000000,7.5,8,4,15,1,1,true,false,9,9
15,1,13,4,2,14,0,0.000000,7.5,8,4,15,1,1,true,false,13,13
15,1,13,4,3,14,0,0.000000,7.5,8,4,15,1,1,true,false,17,17
15,1,13,7,0,14,1,0.071429,7.5,8,4,15,1,1,true,true,5,5
15,1,13,7,1,14,3,0.214286,7.5,8,4,15,1,1,true,true,9,9
15,1,13,7,2,14,2,0.142857,7.5,8,4,15,1,1,true,true,13,13
15,1,13,7,3,14,0,0.000000,7.5,8,4,15,1,1,true,true,17,17
15,1,13,8,0,14,0,0.000000,7.5,8,4,15,1,1,true,false,5,5
15,1,13,8,1,14,1,0.071429,7.5,8,4,15,1,1,true,false,9,9
15,1,13,8,2,14,0,0.000000,7.5,8,4,15,1,1,true,false,13,13
15,1,13,8,3,14,2,0.142857,7.5,8,4,15,1,1,true,false,17,17
15,1,13,11,0,14,1,0.071429,7.5,8,4,15,1,1,true,true,5,5
15,1,13,11,1,14,4,0.285714,7.5,8,4,15,1,1,true,true,9,9
15,1,13,11,2,14,0,0.000000,7.5,8,4,15,1,1,true,true,13,13
15,1,13,11,3,14,0,0.000000,7.5,8,4,15,1,1,true,true,17,17
15,1,13,14,0,14,0,0.000000,7.5,8,4,15,1,1,true,false,5,5
15,1,13,14,1,14,1,0.071429,7.5,8,4,15,1,1,true,false,9,9
15,1,13,14,2,14,1,0.071429,7.5,8,4,15,1,1,true,false,13,13
15,1,13,14,3,14,0,0.000000,7.5,8,4,15,1,1,true,false,17,17
15,1,14,1,0,14,0,0.000000,7.5,8,4,15,1,1,false,false,5,5
15,1,14,1,1,14,0,0.000000,7.5,8,4,15,1,1,false,false,9,9
15,1,14,1,2,14,1,0.071429,7.5,8,4,15,1,1,false,false,13,13
15,1,14,1,3,14,1,0.071429,7.5,8,4,15,1,1,false,false,17,17
15,1,14,2,0,14,0,0.000000,7.5,8,4,15,1,1,false,true,5,5
15,1,14,2,1,14,0,0.000000,7.5,8,4,15,1,1,false,true,9,9
15,1,14,2,2,14,2,0.142857,7.5,8,4,15,1,1,false,true,13,13
15,1,14,2,3,14,1,0.071429,7.5,8,4,15,1,1,false,true,17,17
15,1,14,4,0,14,0,0.000000,7.5,8,4,15,1,1,false,false,5,5
15,1,14,4,1,14,0,0.000000,7.5,8,4,15,1,1,false,false,9,9
15,1,14,4,2,14,0,0.000000,7.5,8,4,15,1,1,false,false,13,13
15,1,14,4,3,14,0,0.000000,7.5,8,4,15,1,1,false,false,17,17
15,1,14,7,0,14,3,0.214286,7.5,8,4,15,1,1,false,true,5,5
15,1,14,7,1,14,0,0.000000,7.5,8,4,15,1,1,false,true,9,9
15,1,14,7,2,14,0,0.000000,7.5,8,4,15,1,1,false,true,13,13
15,1,14,7,3,14,1,0.071429,7.5,8,4,15,1,1,false,true,17,17
15,1,14,8,0,14,0,0.000000,7.5,8,4,15,1,1,false,false,5,5
15,1,14,8,1,14,1,0.071429,7.5,8,4,15,1,1,false,false,9,9
15,1,14,8,2,14,1,0.071429,7.5,8,4,15,1,1,false,false,13,13
15,1,14,8,3,14,1,0.071429,7.5,8,4,15,1,1,false,false,17,17
15,1,14,11,0,14,0,0.000000,7.5,8,4,15,1,1,false,true,5,5
15,1,14,11,1,14,1,0.071429,7.5,8,4,15,1,1,false,true,9,9
15,1,14,11,2,14,2,0.142857,7.5,8,4,15,1,1,false,true,13,13
15,1,14,11,3,14,0,0.000000,7.5,8,4,15,1,1,false,true,17,17
15,1,14,13,0,14,3,0.214286,7.5,8,4,15,1,1,false,true,5,5
15,1,14,13,1,14,0,0.000000,7.5,8,4,15,1,1,false,true,9,9
15,1,14,13,2,14,1,0.071429,7.5,8,4,15,1,1,false,true,13,13
15,1,14,13,3,14,0,0.000000,7.5,8,4,15,1,1,false,true,17,17
15,2,1,2,0,210,28,0.133333,7.5,8,4,15,1,1,false,true,6,6
15,2,1,2,1,210,18,0.085714,7.5,8,4,15,1,1,false,true,10,10
15,2,1,2,2,210,11,0.052381,7.5,8,4,15,1,1,false,true,14,14
15,2,1,2,3,210,8,0.038095,7.5,8,4,15,1,1,false,true,18,18
15,2,1,4,0,210,31,0.147619,7.5,8,4,15,1,1,false,false,6,6
15,2,1,4,1,210,18,0.085714,7.5,8,4,15,1,1,false,false,10,10
15,2,1,4,2,210,12,0.057143,7.5,8,4,15,1,1,false,false,14,14
15,2,1,4,3,210,11,0.052381,7.5,8,4,15,1,1,false,false,18,18
15,2,1,7,0,210,32,0.152381,7.5,8,4,15,1,1,false,true,6,6
15,2,1,7,1,210,14,0.066667,7.5,8,4,15,1,1,false,true,10,10
15,2,1,7,2,210,13,0.061905,7.5,8,4,15,1,1,false,true,14,14
15,2,1,7,3,210,10,0.047619,7.5,8,4,15,1,1,false,true,18,18
15,2,1,8,0,210,26,0.123810,7.5,8,4,15,1,1,false,false,6,6
15,2,1,8,1,210,17,0.080952,7.5,8,4,15,1,1,false,false,10,10
15,2,1,8,2,210,14,0.066667,7.5,8,4,15,1,1,false,false,14,14
15,2,1,8,3,210,10,0.047619,7.5,8,4,15,1,1,false,false,18,18
15,2,1,11,0,210,25,0.119048,7.5,8,4,15,1,1,false,true,6,6
15,2,1,11,1,210,15,0.071429,7.5,8,4,15,1,1,false,true,10,10
15,2,1,11,2,210,14,0.066667,7.5,8,4,15,1,1,false,true,14,14
15,2,1,11,3,210,11,0.052381,7.5,8,4,15,1,1,false,true,18,18
15,2,1,13,0,210,26,0.123810,7.5,8,4,15,1,1,false,true,6,6
15,2,1,13,1,210,14,0.066667,7.5,8,4,15,1,1,false,true,10,10
15,2,1,13,2,210,12,0.057143,7.5,8,4,15,1,1,false,true,14,14
15,2,1,13,3,210,9,0.042857,7.5,8,4,15,1,1,false,true,18,18
15,2,1,14,0,210,34,0.161905,7.5,8,4,15,1,1,false,false,6,6
15,2,1,14,1,210,20,0.095238,7.5,8,4,15,1,1,false,false,10,10
15,2,1,14,2,210,13,0.061905,7.5,8,4,15,1,1,false,false,14,14
15,2,1,14,3,210,8,0.038095,7.5,8,4,15,1,1,false,false,18,18
15,2,2,1,0,210,25,0.119048,7.5,8,4,15,1,1,true,false,6,6
15,2,2,1,1,210,12,0.057143,7.5,8,4,15,1,1,true,false,10,10
15,2,2,1,2,210,7,0.033333,7.5,8,4,15,1,1,true,false,14,14
15,2,2,1,3,210,6,0.028571,7.5,8,4,15,1,1,true,false,18,18
15,2,2,4,0,210,25,0.119048,7.5,8,4,15,1,1,true,false,6,6
15,2,2,4,1,210,15,0.071429,7.5,8,4,15,1,1,true,false,10,10
15,2,2,4,2,210,9,0.042857,7.5,8,4,15,1,1,true,false,14,14
15,2,2,4,3,210,9,0.042857,7.5,8,4,15,1,1,true,false,18,18
15,2,2,7,0,210,27,0.128571,7.5,8,4,15,1,1,true,true,6,6
15,2,2,7,1,210,10,0.047619,7.5,8,4,15,1,1,true,true,10,10
15,2,2,7,2,210,13,0.061905,7.5,8,4,15,1,1,true,true,14,14
15,2,2,7,3,210,7,0.033333,7.5,8,4,15,1,1,true,true,18,18
15,2,2,8,0,210,30,0.142857,7.5,8,4,15,1,1,true,false,6,6
15,2,2,8,1,210,20,0.095238,7.5,8,4,15,1,1,true,false,10,10
15,2,2,8,2,210,8,0.038095,7.5,8,4,15,1,1,true,false,14,14
15,2,2,8,3,210,6,0.028571,7.5,8,4,15,1,1,true,false,18,18
15,2,2,11,0,210,25,0.119048,7.5,8,4,15,1,1,true,true,6,6
15,2,2,11,1,210,20,0.095238,7.5,8,4,15,1,1,true,true,10,10
15,2,2,11,2,210,5,0.023810,7.5,8,4,15,1,1,true,true,14,14
15,2,2,11,3,210,11,0.052381,7.5,8,4,15,1,1,true,true,18,18
15,2,2,13,0,210,24,0.114286,7.5,8,4,15,1,1,true,true,6,6
15,2,2,13,1,210,14,0.066667,7.5,8,4,15,1,1,true,true,10,10
15,2,2,13,2,210,12,0.057143,7.5,8,4,15,1,1,true,true,14,14
15,2,2,13,3,210,6,0.028571,7.5,8,4,15,1,1,true,true,18,18
15,2,2,14,0,210,33,0.157143,7.5,8,4,15,1,1,true,false,6,6
15,2,2,14,1,210,21,0.100000,7.5,8,4,15,1,1,true,false,10,10
15,2,2,14,2,210,8,0.038095,7.5,8,4,15,1,1,true,false,14,14
15,2,2,14,3,210,11,0.052381,7.5,8,4,15,1,1,true,false,18,18
15,2,4,1,0,210,22,0.104762,7.5,8,4,15,1,1,false,false,6,6
15,2,4,1,1,210,17,0.080952,7.5,8,4,15,1,1,false,false,10,10
15,2,4,1,2,210,5,0.023810,7.5,8,4,15,1,1,false,false,14,14
15,2,4,1,3,210,6,0.028571,7.5,8,4,15,1,1,false,false,18,18
15,2,4,2,0,210,30,0.142857,7.5,8,4,15,1,1,false,true,6,6
15,2,4,2,1,210,17,0.080952,7.5,8,4,15,1,1,false,true,10,10
15,2,4,2,2,210,10,0.047619,7.5,8,4,15,1,1,false,true,14,14
15,2,4,2,3,210,7,0.033333,7.5,8,4,15,1,1,false,true,18,18
15,2,4,7,0,210,29,0.138095,7.5,8,4,15,1,1,false,true,6,6
15,2,4,7,1,210,14,0.066667,7.5,8,4,15,1,1,false,true,10,10
15,2,4,7,2,210,6,0.028571,7.5,8,4,15,1,1,false,true,14,14
15,2,4,7,3,210,10,0.047619,7.5,8,4,15,1,1,false,true,18,18
15,2,4,8,0,210,23,0.109524,7.5,8,4,15,1,1,false,false,6,6
15,2,4,8,1,210,14,0.066667,7.5,8,4,15,1,1,false,false,10,10
15,2,4,8,2,210,11,0.052381,7.5,8,4,15,1,1,false,false,14,14
15,2,4,8,3,210,8,0.038095,7.5,8,4,15,1,1,false,false,18,18
15,2,4,11,0,210,28,0.133333,7.5,8,4,15,1,1,false,true,6,6
15,2,4,11,1,210,14,0.066667,7.5,8,4,15,1,1,false,true,10,10
15,2,4,11,2,210,8,0.038095,7.5,8,4,15,1,1,false,true,14,14
15,2,4,11,3,210,13,0.061905,7.5,8,4,15,1,1,false,true,18,18
15,2,4,13,0,210,25,0.119048,7.5,8,4,15,1,1,false,true,6,6
15,2,4,13,1,210,11,0.052381,7.5,8,4,15,1,1,false,true,10,10
15,2,4,13,2,210,10,0.047619,7.5,8,4,15,1,1,false,true,14,14
15,2,4,13,3,210,9,0.042857,7.5,8,4,15,1,1,false,true,18,18
15,2,4,14,0,210,26,0.123810,7.5,8,4,15,1,1,false,false,6,6
15,2,4,14,1,210,20,0.095238,7.5,8,4,15,1,1,false,false,10,10
15,2,4,14,2,210,15,0.071429,7.5,8,4,15,1,1,false,false,14,14
15,2,4,14,3,210,8,0.038095,7.5,8,4,15,1,1,false,false,18,18
15,2,7,1,0,210,29,0.138095,7.5,8,4,15,1,1,true,false,6,6
15,2,7,1,1,210,23,0.109524,7.5,8,4,15,1,1,true,false,10,10
15,2,7,1,2,210,8,0.038095,7.5,8,4,15,1,1,true,false,14,14
15,2,7,1,3,210,6,0.028571,7.5,8,4,15,1,1,true,false,18,18
15,2,7,2,0,210,17,0.080952,7.5,8,4,15,1,1,true,true,6,6
15,2,7,2,1,210,19,0.090476,7.5,8,4,15,1,1,true,true,10,10
15,2,7,2,2,210,10,0.047619,7.5,8,4,15,1,1,true,true,14,14
15,2,7,2,3,210,6,0.028571,7.5,8,4,15,1,1,true,true,18,18
15,2,7,4,0,210,25,0.119048,7.5,8,4,15,1,1,true,false,6,6
15,2,7,4,1,210,16,0.076190,7.5,8,4,15,1,1,true,false,10,10
15,2,7,4,2,210,13,0.061905,7.5,8,4,15,1,1,true,false,14,14
15,2,7,4,3,210,5,0.023810,7.5,8,4,15,1,1,true,false,18,18
15,2,7,8,0,210,26,0.123810,7.5,8,4,15,1,1,true,false,6,6
15,2,7,8,1,210,21,0.100000,7.5,8,4,15,1,1,true,false,10,10
15,2,7,8,2,210,11,0.052381,7.5,8,4,15,1,1,true,false,14,14
15,2,7,8,3,210,10,0.047619,7.5,8,4,15,1,1,true,false,18,18
15,2,7,11,0,210,21,0.100000,7.5,8,4,15,1,1,true,true,6,6
15,2,7,11,1,210,17,0.080952,7.5,8,4,15,1,1,true,true,10,10
15,2,7,11,2,210,8,0.038095,7.5,8,4,15,1,1,true,true,14,14
15,2,7,11,3,210,11,0.052381,7.5,8,4,15,1,1,true,true,18,18
15,2,7,13,0,210,28,0.133333,7.5,8,4,15,1,1,true,true,6,6
15,2,7,13,1,210,17,0.080952,7.5,8,4,15,1,1,true,true,10,10
15,2,7,13,2,210,13,0.061905,7.5,8,4,15,1,1,true,true,14,14
15,2,7,13,3,210,9,0.042857,7.5,8,4,15,1,1,true,true,18,18
15,2,7,14,0,210,27,0.128571,7.5,8,4,15,1,1,true,false,6,6
15,2,7,14,1,210,13,0.061905,7.5,8,4,15,1,1,true,false,10,10
15,2,7,14,2,210,13,0.061905,7.5,8,4,15,1,1,true,false,14,14
15,2,7,14,3,210,7,0.033333,7.5,8,4,15,1,1,true,false,18,18
15,2,8,1,0,210,27,0.128571,7.5,8,4,15,1,1,false,false,6,6
15,2,8,1,1,210,14,0.066667,7.5,8,4,15,1,1,false,false,10,10
15,2,8,1,2,210,11,0.052381,7.5,8,4,15,1,1,false,false,14,14
15,2,8,1,3,210,7,0.033333,7.5,8,4,15,1,1,false,false,18,18
15,2,8,2,0,210,19,0.090476,7.5,8,4,15,1,1,false,true,6,6
15,2,8,2,1,210,16,0.076190,7.5,8,4,15,1,1,false,true,10,10
15,2,8,2,2,210,9,0.042857,7.5,8,4,15,1,1,false,true,14,14
15,2,8,2,3,210,5,0.023810,7.5,8,4,15,1,1,false,true,18,18
15,2,8,4,0,210,19,0.090476,7.5,8,4,15,1,1,false,false,6,6
15,2,8,4,1,210,16,0.076190,7.5,8,4,15,1,1,false,false,10,10
15,2,8,4,2,210,10,0.047619,7.5,8,4,15,1,1,false,false,14,14
15,2,8,4,3,210,5,0.023810,7.5,8,4,15,1,1,false,false,18,18
15,2,8,7,0,210,27,0.128571,7.5,8,4,15,1,1,false,true,6,6
15,2,8,7,1,210,10,0.047619,7.5,8,4,15,1,1,false,true,10,10
15,2,8,7,2,210,9,0.042857,7.5,8,4,15,1,1,false,true,14,14
15,2,8,7,3,210,8,0.038095,7.5,8,4,15,1,1,false,true,18,18
15,2,8,11,0,210,32,0.152381,7.5,8,4,15,1,1,false,true,6,6
15,2,8,11,1,210,14,0.066667,7.5,8,4,15,1,1,false,true,10,10
15,2,8,11,2,210,10,0.047619,7.5,8,4,15,1,1,false,true,14,14
15,2,8,11,3,210,7,0.033333,7.5,8,4,15,1,1,false,true,18,18
15,2,8,13,0,210,27,0.128571,7.5,8,4,15,1,1,false,true,6,6
15,2,8,13,1,210,16,0.076190,7.5,8,4,15,1,1,false,true,10,10
15,2,8,13,2,210,13,0.061905,7.5,8,4,15,1,1,false,true,14,14
15,2,8,13,3,210,11,0.052381,7.5,8,4,15,1,1,false,true,18,18
15,2,8,14,0,210,22,0.104762,7.5,8,4,15,1,1,false,false,6,6
15,2,8,14,1,210,10,0.047619,7.5,8,4,15,1,1,false,false,10,10
15,2,8,14,2,210,12,0.057143,7.5,8,4,15,1,1,false,false,14,14
15,2,8,14,3,210,14,0.066667,7.5,8,4,15,1,1,false,false,18,18
15,2,11,1,0,210,27,0.128571,7.5,8,4,15,1,1,true,false,6,6
15,2,11,1,1,210,11,0.052381,7.5,8,4,15,1,1,true,false,10,10
15,2,11,1,2,210,11,0.052381,7.5,8,4,15,1,1,true,false,14,14
15,2,11,1,3,210,7,0.033333,7.5,8,4,15,1,1,true,false,18,18
15,2,11,2,0,210,26,0.123810,7.5,8,4,15,1,1,true,true,6,6
15,2,11,2,1,210,13,0.061905,7.5,8,4,15,1,1,true,true,10,10
15,2,11,2,2,210,10,0.047619,7.5,8,4,15,1,1,true,true,14,14
15,2,11,2,3,210,9,0.042857,7.5,8,4,15,1,1,true,true,18,18
15,2,11,4,0,210,20,0.095238,7.5,8,4,15,1,1,true,false,6,6
15,2,11,4,1,210,18,0.085714,7.5,8,4,15,1,1,true,false,10,10
15,2,11,4,2,210,15,0.071429,7.5,8,4,15,1,1,true,false,14,14
15,2,11,4,3,210,14,0.066667,7.5,8,4,15,1,1,true,false,18,18
15,2,11,7,0,210,22,0.104762,7.5,8,4,15,1,1,true,true,6,6
15,2,11,7,1,210,16,0.076190,7.5,8,4,15,1,1,true,true,10,10
15,2,11,7,2,210,13,0.061905,7.5,8,4,15,1,1,true,true,14,14
15,2,11,7,3,210,17,0.080952,7.5,8,4,15,1,1,true,true,18,18
15,2,11,8,0,210,22,0.104762,7.5,8,4,15,1,1,true,false,6,6
15,2,11,8,1,210,13,0.061905,7.5,8,4,15,1,1,true,false,10,10
15,2,11,8,2,210,15,0.071429,7.5,8,4,15,1,1,true,false,14,14
15,2,11,8,3,210,6,0.028571,7.5,8,4,15,1,1,true,false,18,18
15,2,11,13,0,210,27,0.128571,7.5,8,4,15,1,1,true,true,6,6
15,2,11,13,1,210,14,0.066667,7.5,8,4,15,1,1,true,true,10,10
15,2,11,13,2,210,11,0.052381,7.5,8,4,15,1,1,true,true,14,14
15,2,11,13,3,210,6,0.028571,7.5,8,4,15,1,1,true,true,18,18
15,2,11,14,0,210,19,0.090476,7.5,8,4,15,1,1,true,false,6,6
15,2,11,14,1,210,13,0.061905,7.5,8,4,15,1,1,true,false,10,10
15,2,11,14,2,210,12,0.057143,7.5,8,4,15,1,1,true,false,14,14
15,2,11,14,3,210,9,0.042857,7.5,8,4,15,1,1,true,false,18,18
15,2,13,1,0,210,18,0.085714,7.5,8,4,15,1,1,true,false,6,6
15,2,13,1,1,210,24,0.114286,7.5,8,4,15,1,1,true,false,10,10
15,2,13,1,2,210,6,0.028571,7.5,8,4,15,1,1,true,false,14,14
15,2,13,1,3,210,8,0.038095,7.5,8,4,15,1,1,true,false,18,18
15,2,13,2,0,210,23,0.109524,7.5,8,4,15,1,1,true,true,6,6
15,2,13,2,1,210,9,0.042857,7.5,8,4,15,1,1,true,true,10,10
15,2,13,2,2,210,12,0.057143,7.5,8,4,15,1,1,true,true,14,14
15,2,13,2,3,210,10,0.047619,7.5,8,4,15,1,1,true,true,18,18
15,2,13,4,0,210,27,0.128571,7.5,8,4,15,1,1,true,false,6,6
15,2,13,4,1,210,15,0.071429,7.5,8,4,15,1,1,true,false,10,10
15,2,13,4,2,210,7,0.033333,7.5,8,4,15,1,1,true,false,14,14
15,2,13,4,3,210,11,0.052381,7.5,8,4,15,1,1,true,false,18,18
15,2,13,7,0,210,21,0.100000,7.5,8,4,15,1,1,true,true,6,6
15,2,13,7,1,210,16,0.076190,7.5,8,4,15,1,1,true,true,10,10
15,2,13,7,2,210,13,0.061905,7.5,8,4,15,1,1,true,true,14,14
15,2,13,7,3,210,7,0.033333,7.5,8,4,15,1,1,true,true,18,18
15,2,13,8,0,210,25,0.119048,7.5,8,4,15,1,1,true,false,6,6
15,2,13,8,1,210,13,0.061905,7.5,8,4,15,1,1,true,false,10,10
15,2,13,8,2,210,4,0.019048,7.5,8,4,15,1,1,true,false,14,14
15,2,13,8,3,210,10,0.047619,7.5,8,4,15,1,1,true,false,18,18
15,2,13,11,0,210,30,0.142857,7.5,8,4,15,1,1,true,true,6,6
15,2,13,11,1,210,17,0.080952,7.5,8,4,15,1,1,true,true,10,10
15,2,13,11,2,210,7,0.033333,7.5,8,4,15,1,1,true,true,14,14
15,2,13,11,3,210,7,0.033333,7.5,8,4,15,1,1,true,true,18,18
15,2,13,14,0,210,25,0.119048,7.5,8,4,15,1,1,true,false,6,6
15,2,13,14,1,210,14,0.066667,7.5,8,4,15,1,1,true,false,10,10
15,2,13,14,2,210,7,0.033333,7.5,8,4,15,1,1,true,false,14,14
15,2,13,14,3,210,10,0.047619,7.5,8,4,15,1,1,true,false,18,18
15,2,14,1,0,210,29,0.138095,7.5,8,4,15,1,1,false,false,6,6
15,2,14,1,1,210,14,0.066667,7.5,8,4,15,1,1,false,false,10,10
15,2,14,1,2,210,15,0.071429,7.5,8,4,15,1,1,false,false,14,14
15,2,14,1,3,210,9,0.042857,7.5,8,4,15,1,1,false,false,18,18
15,2,14,2,0,210,22,0.104762,7.5,8,4,15,1,1,false,true,6,6
15,2,14,2,1,210,17,0.080952,7.5,8,4,15,1,1,false,true,10,10
15,2,14,2,2,210,17,0.080952,7.5,8,4,15,1,1,false,true,14,14
15,2,14,2,3,210,8,0.038095,7.5,8,4,15,1,1,false,true,18,18
15,2,14,4,0,210,22,0.104762,7.5,8,4,15,1,1,false,false,6,6
15,2,14,4,1,210,14,0.066667,7.5,8,4,15,1,1,false,false,10,10
15,2,14,4,2,210,11,0.052381,7.5,8,4,15,1,1,false,false,14,14
15,2,14,4,3,210,5,0.023810,7.5,8,4,15,1,1,false,false,18,18
15,2,14,7,0,210,25,0.119048,7.5,8,4,15,1,1,false,true,6,6
15,2,14,7,1,210,18,0.085714,7.5,8,4,15,1,1,false,true,10,10
15,2,14,7,2,210,7,0.033333,7.5,8,4,15,1,1,false,true,14,14
15,2,14,7,3,210,13,0.061905,7.5,8,4,15,1,1,false,true,18,18
15,2,14,8,0,210,27,0.128571,7.5,8,4,15,1,1,false,false,6,6
15,2,14,8,1,210,23,0.109524,7.5,8,4,15,1,1,false,false,10,10
15,2,14,8,2,210,12,0.057143,7.5,8,4,15,1,1,false,false,14,14
15,2,14,8,3,210,10,0.047619,7.5,8,4,15,1,1,false,false,18,18
15,2,14,11,0,210,25,0.119048,7.5,8,4,15,1,1,false,true,6,6
15,2,14,11,1,210,11,0.052381,7.5,8,4,15,1,1,false,true,10,10
15,2,14,11,2,210,9,0.042857,7.5,8,4,15,1,1,false,true,14,14
15,2,14,11,3,210,11,0.052381,7.5,8,4,15,1,1,false,true,18,18
15,2,14,13,0,210,24,0.114286,7.5,8,4,15,1,1,false,true,6,6
15,2,14,13,1,210,18,0.085714,7.5,8,4,15,1,1,false,true,10,10
15,2,14,13,2,210,10,0.047619,7.5,8,4,15,1,1,false,true,14,14
15,2,14,13,3,210,7,0.033333,7.5,8,4,15,1,1,false,true,18,18
15,3,1,2,0,3150,375,0.119048,7.5,8,4,15,1,1,false,true,7,7
15,3,1,2,1,3150,225,0.071429,7.5,8,4,15,1,1,false,true,11,11
15,3,1,2,2,3150,137,0.043492,7.5,8,4,15,1,1,false,true,15,15
15,3,1,2,3,3150,136,0.043175,7.5,8,4,15,1,1,false,true,19,19
15,3,1,4,0,3150,343,0.108889,7.5,8,4,15,1,1,false,false,7,7
15,3,1,4,1,3150,224,0.071111,7.5,8,4,15,1,1,false,false,11,11
15,3,1,4,2,3150,141,0.044762,7.5,8,4,15,1,1,false,false,15,15
15,3,1,4,3,3150,113,0.035873,7.5,8,4,15,1,1,false,false,19,19
