base,outer,inner,k_outer,k_inner,middle_length,total_padding,total_digits,total_tested,primes_found,composites_found,density,mean_gap,std_gap,min_gap,max_gap,gap_ratio,relative_std,elapsed_ms,examples
6,1,5,1,3,3,8,13,216,22,194,0.10185185,408795.4286,355585.3541,46656,1259712,27.0000,0.8698,0,"89249102389;89249522293;89249568949;89250642037;89250875317"
6,1,5,2,0,3,4,9,216,42,174,0.19444444,6258.7317,6367.7773,1296,27216,21.0000,1.0174,0,"61878601;61879897;61885081;61888969;61891561"
6,1,5,2,1,3,6,11,216,31,185,0.14351852,50284.8000,54162.2573,7776,287712,37.0000,1.0771,0,"2227249657;2227319641;2227342969;2227358521;2227397401"
6,1,5,2,2,3,8,13,216,31,185,0.14351852,332812.8000,248851.4392,46656,1073088,23.0000,0.7477,0,"80178150457;80178337081;80178896953;80179036921;80179316857"
6,1,5,2,3,3,10,15,216,25,191,0.11574074,2507760.0000,2538119.6336,279936,12317184,44.0000,1.0121,0,"2886413378617;2886414498361;2886414778297;2886417297721;2886419257273"
6,1,5,3,0,3,6,11,216,28,188,0.12962963,59904.0000,41569.8845,7776,155520,20.0000,0.6939,0,"2185194673;2185264657;2185319089;2185396849;2185412401"
6,1,5,3,1,3,8,13,216,31,185,0.14351852,307929.6000,243208.6183,46656,979776,21.0000,0.7898,0,"78666688081;78666734737;78667294609;78667434577;78667527889"
6,1,5,3,2,3,10,15,216,12,204,0.05555556,3562821.8182,3422451.7236,839808,10917504,13.0000,0.9606,0,"2832006422737;2832008102353;2832012021457;2832022938961;2832023778769"
6,1,5,3,3,3,12,17,216,25,191,0.11574074,13576896.0000,11390850.0430,1679616,48708864,29.0000,0.8390,0,"101951787573073;101951836281937;101951837961553;101951844680017;101951854757713"
6,1,5,0,0,4,0,6,1296,290,1006,0.22376543,161.0657,133.3623,36,792,22.0000,0.8280,0,"513283;513319;513427;513679;514147"
6,1,5,0,1,4,2,8,1296,238,1058,0.18364198,1175.6962,963.7862,216,4968,23.0000,0.8198,1,"18476023;18476239;18477751;18477967;18478183"
6,1,5,0,2,4,4,10,1296,189,1107,0.14583333,8899.6596,7758.5600,1296,42768,33.0000,0.8718,1,"665129263;665147407;665148703;665160367;665161663"
6,1,5,0,3,4,6,12,1296,148,1148,0.11419753,68397.0612,71745.3131,7776,458784,59.0000,1.0490,2,"23944613503;23944699039;23944730143;23944807903;23944831231"
6,1,5,1,0,4,2,8,1296,237,1059,0.18287037,1180.6780,898.8468,216,6912,32.0000,0.7613,1,"11478421;11479717;11481661;11483389;11483821"
6,1,5,1,1,4,4,10,1296,206,1090,0.15895062,8117.3854,6944.3231,1296,40176,31.0000,0.8555,1,"413187013;413188309;413190901;413219413;413233669"
6,1,5,1,2,4,6,12,1296,183,1113,0.14120370,55072.8791,48023.6839,7776,342144,44.0000,0.8720,2,"14874718357;14874796117;14874827221;14874904981;14874967189"
6,1,5,1,3,4,8,14,1296,147,1149,0.11342593,405843.2877,365064.1785,46656,1866240,40.0000,0.8995,1,"535488688117;535489201333;535489714549;535489947829;535490321077"
6,1,5,2,0,4,4,10,1296,180,1116,0.13888889,9332.6480,7361.1463,1296,50544,39.0000,0.7888,1,"371197513;371211769;371224729;371231209;371244169"
6,1,5,2,1,4,6,12,1296,169,1127,0.13040123,59708.5714,52809.7891,7776,349920,45.0000,0.8845,2,"13363041529;13363111513;13363173721;13363181497;13363197049"
6,1,5,2,2,4,8,14,1296,149,1147,0.11496914,402880.8649,378302.9252,46656,2239488,48.0000,0.9390,1,"481069317241;481069363897;481070576953;481071043513;481071743353"
6,1,5,2,3,4,10,16,1296,130,1166,0.10030864,2721238.3256,2485066.1672,279936,15116544,54.0000,0.9132,1,"17318487264697;17318490343993;17318491743673;17318500421689;17318501261497"
6,1,5,3,0,4,6,12,1296,158,1138,0.12191358,63049.9873,53820.6350,7776,295488,38.0000,0.8536,1,"13111158961;13111221169;13111330033;13111353361;13111368913"
6,1,5,3,1,4,8,14,1296,152,1144,0.11728395,395803.5497,371073.1759,46656,2239488,48.0000,0.9375,1,"471999162961;471999489553;471999722833;472000002769;472000142737"
6,1,5,3,2,4,10,16,1296,117,1179,0.09027778,3105841.6552,3031756.4030,279936,17356032,62.0000,0.9761,2,"16991963481169;16991964600913;16991969919697;16991987275729;16991990075089"
6,1,5,3,3,4,12,18,1296,121,1175,0.09336420,18013881.6000,16825475.2093,1679616,80621568,48.0000,0.9340,2,"611710671658321;611710733804113;611710742202193;611710750600273;611710772435281"
6,1,5,0,0,5,0,7,7776,1579,6197,0.20306070,177.1027,140.4918,36,1008,28.0000,0.7933,6,"3079543;3079579;3079759;3079831;3079903"
6,1,5,0,1,5,2,9,7776,1262,6514,0.16229424,1331.4576,1115.6241,216,7344,34.0000,0.8379,6,"110855119;110857063;110858359;110859223;110859871"
6,1,5,0,2,5,4,11,7776,1067,6709,0.13721708,9446.4540,8302.9106,1296,59616,46.0000,0.8789,6,"3990774127;3990785791;3990801343;3990820783;3990827263"
6,1,5,0,3,5,6,13,7776,935,6841,0.12024177,64614.0642,56464.4690,7776,443232,57.0000,0.8739,14,"143667719743;143667758623;143667766399;143667828607;143667859711"
6,1,5,1,0,5,2,9,7776,1297,6479,0.16679527,1294.0000,1052.8229,216,7344,34.0000,0.8136,6,"68864869;68865733;68869621;68869837;68870701"
6,1,5,1,1,5,4,11,7776,1039,6737,0.13361626,9671.3064,8348.4148,1296,59616,46.0000,0.8632,6,"2479144501;2479166533;2479167829;2479184677;2479189861"
6,1,5,1,2,5,6,13,7776,923,6853,0.11869856,65547.8004,58490.3495,7776,357696,46.0000,0.8923,12,"89248091509;89248161493;89248200373;89248317013;89248379221"
6,1,5,1,3,5,8,15,7776,809,6967,0.10403807,448313.3465,402919.1268,46656,2752704,59.0000,0.8987,10,"3212931054709;3212933714101;3212933947381;3212934227317;3212935020469"
6,1,5,2,0,5,4,11,7776,1080,6696,0.13888889,9321.8313,8179.8852,1296,58320,45.0000,0.8775,6,"2227186153;2227212073;2227232809;2227235401;2227243177"
6,1,5,2,1,5,6,13,7776,930,6846,0.11959877,65045.5285,57683.1970,7776,489888,63.0000,0.8868,13,"80178150457;80178181561;80178189337;80178282649;80178321529"
6,1,5,2,2,5,8,15,7776,794,6982,0.10210905,457146.4313,423804.0170,46656,2612736,56.0000,0.9271,10,"2886413378617;2886414498361;2886414778297;2886415758073;2886415804729"
6,1,5,2,3,5,10,17,7776,742,7034,0.09542181,2932716.8259,2641428.2037,279936,13996800,50.0000,0.9007,11,"103910882712121;103910882992057;103910884391737;103910885791417;103910886071353"
6,1,5,3,0,5,6,13,7776,913,6863,0.11741255,65951.0526,55908.7521,7776,334368,43.0000,0.8477,11,"78666555889;78666579217;78666688081;78666734737;78666804721"
6,1,5,3,1,5,8,15,7776,821,6955,0.10558128,440842.3024,396702.6564,46656,3219264,69.0000,0.8999,10,"2831995038673;2831995178641;2831996485009;2831996951569;2831998211281"
6,1,5,3,2,5,10,17,7776,717,7059,0.09220679,3034334.2123,2813682.3837,279936,17356032,62.0000,0.9273,11,"101951778615121;101951781694417;101951783374033;101951785613521;101951787573073"
6,1,5,3,3,5,12,19,7776,664,7112,0.08539095,19522052.6335,17515643.0470,1679616,129330432,77.0000,0.8972,15,"3670264073587537;3670264076946769;3670264123976017;3670264191160657;3670264202917969"
6,1,5,0,0,6,0,8,46656,8343,38313,0.17881944,201.2496,167.6877,36,1332,37.0000,0.8332,38,"18476023;18476131;18476167;18476239;18476347"
6,1,5,0,1,6,2,10,46656,6886,39770,0.14759088,1463.4039,1247.3442,216,9720,45.0000,0.8524,38,"665129263;665129911;665130127;665133367;665134663"
6,1,5,0,2,6,4,12,46656,5903,40753,0.12652178,10242.3965,8892.3972,1296,66096,51.0000,0.8682,87,"23944608319;23944613503;23944634239;23944657567;23944658863"
6,1,5,0,3,6,6,14,46656,5041,41615,0.10804612,71958.8571,64107.8423,7776,513216,66.0000,0.8909,67,"862005882847;862005921727;862005991711;862005999487;862006092799"
6,1,5,1,0,6,2,10,46656,7028,39628,0.15063443,1433.8011,1239.4496,216,12744,59.0000,0.8645,38,"413186797;413187013;413188093;413188309;413189389"
6,1,5,1,1,6,4,12,46656,5951,40705,0.12755058,10159.9866,9128.2973,1296,84240,65.0000,0.8985,76,"14874684661;14874718357;14874723541;14874745573;14874789637"
6,1,5,1,2,6,6,14,46656,5162,41494,0.11063957,70240.1364,63889.1924,7776,466560,60.0000,0.9096,69,"535488649237;535488680341;535488688117;535488936949;535488960277"
6,1,5,1,3,6,8,16,46656,4607,42049,0.09874400,472313.4972,438398.1528,46656,3312576,71.0000,0.9282,66,"19277584554421;19277584647733;19277584881013;19277584927669;19277585954101"
6,1,5,2,0,6,4,12,46656,5987,40669,0.12832219,10098.8841,8872.7123,1296,90720,70.0000,0.8786,75,"13363027273;13363041529;13363059673;13363063561;13363073929"
6,1,5,2,1,6,6,14,46656,5286,41370,0.11329733,68636.2581,60745.1444,7776,497664,64.0000,0.8850,69,"481068912889;481069239481;481069317241;481069363897;481069418329"
6,1,5,2,2,6,8,16,46656,4610,42046,0.09880830,472006.0681,422127.4919,46656,4105728,88.0000,0.8943,66,"17318481479353;17318481852601;17318482085881;17318482365817;17318482692409"
6,1,5,2,3,6,10,18,46656,4145,42511,0.08884174,3151239.0116,2931666.2794,279936,26593920,95.0000,0.9303,102,"623465290948537;623465292908089;623465299066681;623465300466361;623465303545657"
6,1,5,3,0,6,6,14,46656,5203,41453,0.11151835,69704.4706,62061.7364,7776,606528,78.0000,0.8904,68,"471999061873;471999147409;471999162961;471999170737;471999240721"
6,1,5,3,1,6,8,16,46656,4607,42049,0.09874400,472455.3087,416438.0818,46656,2939328,63.0000,0.8814,65,"16991963387857;16991963481169;16991964600913;16991965114129;16991965254097"
6,1,5,3,2,6,10,18,46656,4134,42522,0.08860597,3159829.2456,2867895.2637,279936,24354432,87.0000,0.9076,99,"611710665499729;611710666059601;611710666339537;611710671658321;611710676417233"
6,1,5,3,3,6,12,20,46656,3756,42900,0.08050412,20866600.9055,19306557.8360,1679616,231787008,138.0000,0.9252,89,"22021583939287633;22021583969520721;22021583974559569;22021583986316881;22021584058540369"
