base,outer,inner,M,k,seed,membrane_value,is_prime,discriminant,delta_factors,legendre_3,legendre_5,legendre_7,legendre_11
15,13,1,2,2,"(2, 10)",25301112994690888,False,924,"2:2,3:1,7:1,11:1",0,1,0,0
15,13,1,2,2,"(2, 11)",25301113006081513,True,1005,"3:1,5:1,67:1",0,0,1,1
15,13,1,2,2,"(2, 13)",25301113028862763,False,1173,"3:1,17:1,23:1",0,-1,1,-1
15,13,1,2,2,"(3, 0)",25301113051644013,False,1349,"19:1,71:1",-1,1,-1,-1
15,13,1,2,2,"(3, 3)",25301113085815888,False,1628,"2:2,11:1,37:1",-1,-1,1,0
15,13,1,2,2,"(3, 6)",25301113119987763,False,1925,"5:2,7:1,11:1",-1,0,0,0
15,13,1,2,2,"(3, 7)",25301113131378388,False,2028,"2:2,3:1,13:2",0,-1,-1,1
15,13,1,2,2,"(3, 9)",25301113154159638,False,2240,"2:6,5:1,7:1",-1,0,0,-1
15,13,1,2,2,"(3, 10)",25301113165550263,False,2349,"3:4,29:1",0,1,1,-1
15,13,1,2,2,"(3, 13)",25301113199722138,False,2688,"2:7,3:1,7:1",0,-1,0,1
15,13,1,2,2,"(3, 14)",25301113211112763,False,2805,"3:1,5:1,11:1,17:1",0,0,-1,0
15,13,1,2,2,"(4, 0)",25301113222503388,False,2924,"2:2,17:1,43:1",-1,1,-1,1
15,13,1,2,2,"(4, 1)",25301113233894013,False,3045,"3:1,5:1,7:1,29:1",0,0,0,1
15,13,1,2,2,"(4, 2)",25301113245284638,False,3168,"2:5,3:2,11:1",0,-1,1,0
15,13,1,2,2,"(4, 6)",25301113290847138,False,3680,"2:5,5:1,23:1",-1,0,-1,-1
15,13,1,2,2,"(4, 7)",25301113302237763,False,3813,"3:1,31:1,41:1",0,-1,-1,-1
15,13,1,2,2,"(4, 8)",25301113313628388,False,3948,"2:2,3:1,7:1,47:1",0,-1,0,-1
15,13,1,2,2,"(4, 9)",25301113325019013,False,4085,"5:1,19:1,43:1",-1,0,1,1
15,13,1,2,2,"(4, 11)",25301113347800263,False,4365,"3:2,5:1,97:1",0,0,1,1
15,13,1,2,2,"(4, 12)",25301113359190888,False,4508,"2:2,7:2,23:1",-1,-1,0,1
15,13,1,2,2,"(4, 13)",25301113370581513,False,4653,"3:2,11:1,47:1",0,-1,-1,0
15,13,1,2,2,"(4, 14)",25301113381972138,False,4800,"2:6,3:1,5:2",0,0,-1,1
15,13,1,2,2,"(5, 1)",25301113404753388,False,5100,"2:2,3:1,5:2,17:1",0,0,1,-1
15,13,1,2,2,"(5, 3)",25301113427534638,False,5408,"2:5,13:2",-1,-1,1,-1
15,13,1,2,2,"(5, 5)",25301113450315888,False,5724,"2:2,3:3,53:1",0,1,-1,1
15,13,1,2,2,"(5, 7)",25301113473097138,False,6048,"2:5,3:3,7:1",0,-1,0,1
15,13,1,2,2,"(5, 10)",25301113507269013,False,6549,"3:1,37:1,59:1",0,1,1,1
15,13,1,2,2,"(5, 12)",25301113530050263,True,6893,"61:1,113:1",-1,-1,-1,-1
15,13,1,2,2,"(5, 14)",25301113552831513,False,7245,"3:2,5:1,7:1,23:1",0,0,0,-1
15,13,1,2,2,"(6, 0)",25301113564222138,False,7424,"2:8,29:1",-1,1,1,-1
15,13,1,2,2,"(6, 2)",25301113587003388,False,7788,"2:2,3:1,11:1,59:1",0,-1,1,0
15,13,1,2,2,"(6, 3)",25301113598394013,False,7973,"7:1,17:1,67:1",-1,-1,0,1
15,13,1,2,2,"(6, 4)",25301113609784638,False,8160,"2:5,3:1,5:1,17:1",0,0,-1,1
15,13,1,2,2,"(6, 5)",25301113621175263,False,8349,"3:1,11:2,23:1",0,1,-1,0
15,13,1,2,2,"(6, 9)",25301113666737763,False,9125,"5:3,73:1",-1,0,1,-1
15,13,1,2,2,"(6, 10)",25301113678128388,False,9324,"2:2,3:2,7:1,37:1",0,1,0,-1
15,13,1,2,2,"(6, 11)",25301113689519013,False,9525,"3:1,5:2,127:1",0,0,-1,-1
15,13,1,2,2,"(6, 12)",25301113700909638,False,9728,"2:9,19:1",-1,-1,-1,1
15,13,1,2,2,"(6, 14)",25301113723690888,False,10140,"2:2,3:1,5:1,13:2",0,0,1,1
15,13,1,2,2,"(7, 1)",25301113746472138,False,10560,"2:6,3:1,5:1,11:1",0,0,1,0
15,13,1,2,2,"(7, 2)",25301113757862763,False,10773,"3:4,7:1,19:1",0,-1,0,1
15,13,1,2,2,"(7, 5)",25301113792034638,False,11424,"2:5,3:1,7:1,17:1",0,1,0,-1
15,13,1,2,2,"(7, 8)",25301113826206513,False,12093,"3:1,29:1,139:1",0,-1,1,1
15,13,1,2,2,"(7, 9)",25301113837597138,False,12320,"2:5,5:1,7:1,11:1",-1,0,0,0
15,13,1,2,2,"(7, 11)",25301113860378388,False,12780,"2:2,3:2,5:1,71:1",0,0,-1,1
15,13,1,2,2,"(7, 12)",25301113871769013,False,13013,"7:1,11:1,13:2",-1,-1,0,0
15,13,1,2,2,"(7, 13)",25301113883159638,False,13248,"2:6,3:2,23:1",0,-1,1,1
15,13,1,2,2,"(8, 0)",25301113905940888,False,13724,"2:2,47:1,73:1",-1,1,1,-1
15,13,1,2,2,"(8, 1)",25301113917331513,False,13965,"3:1,5:1,7:2,19:1",0,0,0,-1
15,13,1,2,2,"(8, 3)",25301113940112763,True,14453,"97:1,149:1",-1,-1,-1,-1
15,13,1,2,2,"(8, 4)",25301113951503388,False,14700,"2:2,3:1,5:2,7:2",0,0,0,1
15,13,1,2,2,"(8, 5)",25301113962894013,False,14949,"3:2,11:1,151:1",0,1,1,0
15,13,1,2,2,"(8, 7)",25301113985675263,False,15453,"3:2,17:1,101:1",0,-1,1,1
15,13,1,2,2,"(8, 8)",25301113997065888,False,15708,"2:2,3:1,7:1,11:1,17:1",0,-1,0,0
15,13,1,2,2,"(8, 9)",25301114008456513,False,15965,"5:1,31:1,103:1",-1,0,-1,1
15,13,1,2,2,"(8, 11)",25301114031237763,False,16485,"3:1,5:1,7:1,157:1",0,0,0,-1
15,13,1,2,2,"(9, 1)",25301114088190888,False,17820,"2:2,3:4,5:1,11:1",0,0,-1,0
15,13,1,2,2,"(9, 3)",25301114110972138,False,18368,"2:6,7:1,41:1",-1,-1,0,1
15,13,1,2,2,"(9, 4)",25301114122362763,False,18645,"3:1,5:1,11:1,113:1",0,0,1,0
15,13,1,2,2,"(9, 7)",25301114156534638,False,19488,"2:5,3:1,7:1,29:1",0,-1,0,-1
15,13,1,2,2,"(9, 8)",25301114167925263,False,19773,"3:2,13:3",0,-1,-1,-1
15,13,1,2,2,"(9, 9)",25301114179315888,False,20060,"2:2,5:1,17:1,59:1",-1,0,-1,-1
15,13,1,2,2,"(9, 10)",25301114190706513,False,20349,"3:2,7:1,17:1,19:1",0,1,0,-1
15,13,1,2,2,"(9, 11)",25301114202097138,False,20640,"2:5,3:1,5:1,43:1",0,0,1,1
15,13,1,2,2,"(10, 0)",25301114247659638,False,21824,"2:6,11:1,31:1",-1,1,-1,0
15,13,1,2,2,"(10, 1)",25301114259050263,False,22125,"3:1,5:3,59:1",0,0,-1,1
15,13,1,2,2,"(10, 3)",25301114281831513,False,22733,"127:1,179:1",-1,-1,1,-1
15,13,1,2,2,"(10, 5)",25301114304612763,False,23349,"3:1,43:1,181:1",0,1,1,-1
15,13,1,2,2,"(10, 6)",25301114316003388,False,23660,"2:2,5:1,7:1,13:2",-1,0,0,-1
15,13,1,2,2,"(10, 8)",25301114338784638,False,24288,"2:5,3:1,11:1,23:1",0,-1,-1,0
15,13,1,2,2,"(10, 9)",25301114350175263,False,24605,"5:1,7:1,19:1,37:1",-1,0,0,1
15,13,1,2,2,"(10, 12)",25301114384347138,False,25568,"2:5,17:1,47:1",-1,-1,1,1
15,13,1,2,2,"(10, 14)",25301114407128388,False,26220,"2:2,3:1,5:1,19:1,23:1",0,0,-1,-1
15,13,1,2,2,"(11, 0)",25301114418519013,True,26549,"139:1,191:1",-1,1,-1,-1
15,13,1,2,2,"(11, 2)",25301114441300263,False,27213,"3:1,47:1,193:1",0,-1,1,-1
15,13,1,2,2,"(11, 4)",25301114464081513,False,27885,"3:1,5:1,11:1,13:2",0,0,1,0
15,13,1,2,2,"(11, 5)",25301114475472138,False,28224,"2:6,3:2,7:2",0,1,0,1
15,13,1,2,2,"(11, 6)",25301114486862763,False,28565,"5:1,29:1,197:1",-1,0,-1,1
15,13,1,2,2,"(11, 7)",25301114498253388,False,28908,"2:2,3:2,11:1,73:1",0,-1,-1,0
15,13,1,2,2,"(11, 8)",25301114509644013,False,29253,"3:1,7:2,199:1",0,-1,0,1
15,13,1,2,2,"(11, 11)",25301114543815888,False,30300,"2:2,3:1,5:2,101:1",0,0,1,-1
15,13,1,2,2,"(11, 12)",25301114555206513,False,30653,"7:1,29:1,151:1",-1,-1,0,-1
15,13,1,2,2,"(11, 13)",25301114566597138,False,31008,"2:5,3:1,17:1,19:1",0,-1,-1,-1
15,13,1,2,2,"(12, 1)",25301114600769013,False,32085,"3:2,5:1,23:1,31:1",0,0,1,1
15,13,1,2,2,"(12, 4)",25301114634940888,False,33180,"2:2,3:1,5:1,7:1,79:1",0,0,0,1
15,13,1,2,2,"(12, 6)",25301114657722138,False,33920,"2:7,5:1,53:1",-1,0,-1,-1
15,13,1,2,2,"(12, 8)",25301114680503388,False,34668,"2:2,3:4,107:1",0,-1,1,-1
15,13,1,2,2,"(12, 10)",25301114703284638,False,35424,"2:5,3:3,41:1",0,1,1,1
15,13,1,2,2,"(12, 11)",25301114714675263,False,35805,"3:1,5:1,7:1,11:1,31:1",0,0,0,0
15,13,1,2,2,"(12, 12)",25301114726065888,False,36188,"2:2,83:1,109:1",-1,-1,-1,1
15,13,1,2,2,"(12, 13)",25301114737456513,False,36573,"3:1,73:1,167:1",0,-1,-1,1
15,13,1,2,2,"(12, 14)",25301114748847138,False,36960,"2:5,3:1,5:1,7:1,11:1",0,0,0,0
15,13,1,2,2,"(13, 2)",25301114783019013,False,38133,"3:2,19:1,223:1",0,-1,1,-1
15,13,1,2,2,"(13, 4)",25301114805800263,False,38925,"3:2,5:2,173:1",0,0,-1,-1
15,13,1,2,2,"(13, 6)",25301114828581513,False,39725,"5:2,7:1,227:1",-1,0,0,1
15,13,1,2,2,"(13, 7)",25301114839972138,False,40128,"2:6,3:1,11:1,19:1",0,-1,1,0
15,13,1,2,2,"(13, 9)",25301114862753388,False,40940,"2:2,5:1,23:1,89:1",-1,0,1,1
15,13,1,2,2,"(13, 10)",25301114874144013,False,41349,"3:1,7:1,11:1,179:1",0,1,0,0
15,13,1,2,2,"(13, 11)",25301114885534638,False,41760,"2:5,3:2,5:1,29:1",0,0,-1,1
15,13,1,2,2,"(13, 13)",25301114908315888,False,42588,"2:2,3:2,7:1,13:2",0,-1,0,-1
15,13,1,2,2,"(13, 14)",25301114919706513,False,43005,"3:1,5:1,47:1,61:1",0,0,1,-1
15,13,1,2,2,"(14, 1)",25301114942487763,False,43845,"3:1,5:1,37:1,79:1",0,0,1,-1
15,13,1,2,2,"(14, 2)",25301114953878388,False,44268,"2:2,3:1,7:1,17:1,31:1",0,-1,0,1
15,13,1,2,2,"(14, 4)",25301114976659638,False,45120,"2:6,3:1,5:1,47:1",0,0,-1,1
15,13,1,2,2,"(14, 5)",25301114988050263,False,45549,"3:3,7:1,241:1",0,1,0,1
15,13,1,2,2,"(14, 6)",25301114999440888,False,45980,"2:2,5:1,11:2,19:1",-1,0,1,0
15,13,1,2,2,"(14, 9)",25301115033612763,False,47285,"5:1,7:2,193:1",-1,0,0,-1
15,13,1,2,2,"(14, 10)",25301115045003388,False,47724,"2:2,3:1,41:1,97:1",0,1,-1,-1
15,13,1,2,2,"(14, 11)",25301115056394013,False,48165,"3:1,5:1,13:2,19:1",0,0,-1,-1
15,13,1,2,2,"(14, 12)",25301115067784638,False,48608,"2:5,7:2,31:1",-1,-1,0,-1
15,13,1,2,2,"(14, 13)",25301115079175263,False,49053,"3:1,83:1,197:1",0,-1,1,1
15,13,1,2,3,"(0, 2)",1280841575564207863138,False,-672,,0,-1,0,-1
15,13,1,2,3,"(0, 3)",1280841575566770753763,False,-667,,-1,-1,-1,1
15,13,1,2,3,"(0, 4)",1280841575569333644388,False,-660,,0,0,-1,0
15,13,1,2,3,"(0, 5)",1280841575571896535013,False,-651,,0,1,0,1
15,13,1,2,3,"(0, 6)",1280841575574459425638,False,-640,,-1,0,1,1
15,13,1,2,3,"(0, 8)",1280841575579585206888,False,-612,,0,-1,1,1
15,13,1,2,3,"(0, 9)",1280841575582148097513,False,-595,,-1,0,0,-1
15,13,1,2,3,"(0, 10)",1280841575584710988138,False,-576,,0,1,-1,-1
15,13,1,2,3,"(0, 13)",1280841575592399660013,False,-507,,0,-1,1,-1
15,13,1,2,3,"(1, 0)",1280841575597525441263,True,-451,,-1,1,1,0
15,13,1,2,3,"(1, 1)",1280841575600088331888,False,-420,,0,0,0,1
15,13,1,2,3,"(1, 2)",1280841575602651222513,False,-387,,0,-1,-1,1
15,13,1,2,3,"(1, 4)",1280841575607777003763,True,-315,,0,0,0,1
15,13,1,2,3,"(1, 7)",1280841575615465675638,False,-192,,0,-1,1,-1
15,13,1,2,3,"(1, 10)",1280841575623154347513,False,-51,,0,1,-1,1
15,13,1,2,3,"(1, 11)",1280841575625717238138,False,0,,0,0,0,0
15,13,1,2,3,"(1, 12)",1280841575628280128763,False,53,53:1,-1,-1,1,1
15,13,1,2,3,"(2, 0)",1280841575635968800638,False,224,"2:5,7:1",-1,1,0,1
15,13,1,2,3,"(2, 1)",1280841575638531691263,False,285,"3:1,5:1,19:1",0,0,-1,-1
15,13,1,2,3,"(2, 2)",1280841575641094581888,False,348,"2:2,3:1,29:1",0,-1,-1,-1
15,13,1,2,3,"(2, 3)",1280841575643657472513,False,413,"7:1,59:1",-1,-1,0,-1
15,13,1,2,3,"(2, 6)",1280841575651346144388,False,620,"2:2,5:1,31:1",-1,0,1,1
15,13,1,2,3,"(2, 8)",1280841575656471925638,False,768,"2:8,3:1",0,-1,-1,1
15,13,1,2,3,"(2, 9)",1280841575659034816263,False,845,"5:1,13:2",-1,0,-1,1
15,13,1,2,3,"(2, 10)",1280841575661597706888,False,924,"2:2,3:1,7:1,11:1",0,1,0,0
15,13,1,2,3,"(2, 11)",1280841575664160597513,False,1005,"3:1,5:1,67:1",0,0,1,1
15,13,1,2,3,"(2, 14)",1280841575671849269388,False,1260,"2:2,3:2,5:1,7:1",0,0,0,-1
15,13,1,2,3,"(3, 2)",1280841575679537941263,True,1533,"3:1,7:1,73:1",0,-1,0,1
15,13,1,2,3,"(3, 3)",1280841575682100831888,False,1628,"2:2,11:1,37:1",-1,-1,1,0
15,13,1,2,3,"(3, 6)",1280841575689789503763,False,1925,"5:2,7:1,11:1",-1,0,0,0
15,13,1,2,3,"(3, 7)",1280841575692352394388,False,2028,"2:2,3:1,13:2",0,-1,-1,1
15,13,1,2,3,"(3, 8)",1280841575694915285013,False,2133,"3:3,79:1",0,-1,-1,-1
15,13,1,2,3,"(3, 9)",1280841575697478175638,False,2240,"2:6,5:1,7:1",-1,0,0,-1
15,13,1,2,3,"(3, 10)",1280841575700041066263,False,2349,"3:4,29:1",0,1,1,-1
15,13,1,2,3,"(3, 12)",1280841575705166847513,True,2573,"31:1,83:1",-1,-1,1,-1
15,13,1,2,3,"(3, 13)",1280841575707729738138,False,2688,"2:7,3:1,7:1",0,-1,0,1
15,13,1,2,3,"(3, 14)",1280841575710292628763,False,2805,"3:1,5:1,11:1,17:1",0,0,-1,0
15,13,1,2,3,"(4, 0)",1280841575712855519388,False,2924,"2:2,17:1,43:1",-1,1,-1,1
15,13,1,2,3,"(4, 1)",1280841575715418410013,False,3045,"3:1,5:1,7:1,29:1",0,0,0,1
15,13,1,2,3,"(4, 2)",1280841575717981300638,False,3168,"2:5,3:2,11:1",0,-1,1,0
15,13,1,2,3,"(4, 4)",1280841575723107081888,False,3420,"2:2,3:2,5:1,19:1",0,0,1,-1
15,13,1,2,3,"(4, 5)",1280841575725669972513,False,3549,"3:1,7:1,13:2",0,1,0,-1
15,13,1,2,3,"(4, 8)",1280841575733358644388,False,3948,"2:2,3:1,7:1,47:1",0,-1,0,-1
15,13,1,2,3,"(4, 9)",1280841575735921535013,False,4085,"5:1,19:1,43:1",-1,0,1,1
15,13,1,2,3,"(4, 11)",1280841575741047316263,False,4365,"3:2,5:1,97:1",0,0,1,1
15,13,1,2,3,"(4, 12)",1280841575743610206888,False,4508,"2:2,7:2,23:1",-1,-1,0,1
15,13,1,2,3,"(4, 13)",1280841575746173097513,False,4653,"3:2,11:1,47:1",0,-1,-1,0
15,13,1,2,3,"(4, 14)",1280841575748735988138,False,4800,"2:6,3:1,5:2",0,0,-1,1
15,13,1,2,3,"(5, 4)",1280841575761550441263,False,5565,"3:1,5:1,7:1,53:1",0,0,0,-1
15,13,1,2,3,"(5, 6)",1280841575766676222513,False,5885,"5:1,11:1,107:1",-1,0,-1,0
15,13,1,2,3,"(5, 7)",1280841575769239113138,False,6048,"2:5,3:3,7:1",0,-1,0,1
15,13,1,2,3,"(5, 8)",1280841575771802003763,False,6213,"3:1,19:1,109:1",0,-1,1,1
15,13,1,2,3,"(5, 10)",1280841575776927785013,False,6549,"3:1,37:1,59:1",0,1,1,1
15,13,1,2,3,"(5, 11)",1280841575779490675638,False,6720,"2:6,3:1,5:1,7:1",0,0,0,-1
15,13,1,2,3,"(5, 12)",1280841575782053566263,False,6893,"61:1,113:1",-1,-1,-1,-1
15,13,1,2,3,"(5, 13)",1280841575784616456888,False,7068,"2:2,3:1,19:1,31:1",0,-1,-1,-1
15,13,1,2,3,"(6, 0)",1280841575789742238138,False,7424,"2:8,29:1",-1,1,1,-1
15,13,1,2,3,"(6, 2)",1280841575794868019388,False,7788,"2:2,3:1,11:1,59:1",0,-1,1,0
15,13,1,2,3,"(6, 3)",1280841575797430910013,False,7973,"7:1,17:1,67:1",-1,-1,0,1
15,13,1,2,3,"(6, 5)",1280841575802556691263,False,8349,"3:1,11:2,23:1",0,1,-1,0
15,13,1,2,3,"(6, 6)",1280841575805119581888,False,8540,"2:2,5:1,7:1,61:1",-1,0,0,1
15,13,1,2,3,"(6, 9)",1280841575812808253763,False,9125,"5:3,73:1",-1,0,1,-1
15,13,1,2,3,"(6, 11)",1280841575817934035013,False,9525,"3:1,5:2,127:1",0,0,-1,-1
15,13,1,2,3,"(6, 13)",1280841575823059816263,False,9933,"3:1,7:1,11:1,43:1",0,-1,0,0
15,13,1,2,3,"(6, 14)",1280841575825622706888,False,10140,"2:2,3:1,5:1,13:2",0,0,1,1
15,13,1,2,3,"(7, 1)",1280841575830748488138,False,10560,"2:6,3:1,5:1,11:1",0,0,1,0
15,13,1,2,3,"(7, 3)",1280841575835874269388,False,10988,"2:2,41:1,67:1",-1,-1,-1,-1
15,13,1,2,3,"(7, 4)",1280841575838437160013,False,11205,"3:3,5:1,83:1",0,0,-1,-1
15,13,1,2,3,"(7, 5)",1280841575841000050638,False,11424,"2:5,3:1,7:1,17:1",0,1,0,-1
15,13,1,2,3,"(7, 11)",1280841575856377394388,False,12780,"2:2,3:2,5:1,71:1",0,0,-1,1
15,13,1,2,3,"(7, 12)",1280841575858940285013,False,13013,"7:1,11:1,13:2",-1,-1,0,0
15,13,1,2,3,"(7, 13)",1280841575861503175638,False,13248,"2:6,3:2,23:1",0,-1,1,1
15,13,1,2,3,"(8, 0)",1280841575866628956888,False,13724,"2:2,47:1,73:1",-1,1,1,-1
15,13,1,2,3,"(8, 1)",1280841575869191847513,False,13965,"3:1,5:1,7:2,19:1",0,0,0,-1
15,13,1,2,3,"(8, 3)",1280841575874317628763,False,14453,"97:1,149:1",-1,-1,-1,-1
15,13,1,2,3,"(8, 4)",1280841575876880519388,False,14700,"2:2,3:1,5:2,7:2",0,0,0,1
15,13,1,2,3,"(8, 5)",1280841575879443410013,False,14949,"3:2,11:1,151:1",0,1,1,0
15,13,1,2,3,"(8, 7)",1280841575884569191263,False,15453,"3:2,17:1,101:1",0,-1,1,1
15,13,1,2,3,"(8, 9)",1280841575889694972513,True,15965,"5:1,31:1,103:1",-1,0,-1,1
15,13,1,2,3,"(8, 10)",1280841575892257863138,False,16224,"2:5,3:1,13:2",0,1,-1,-1
15,13,1,2,3,"(8, 14)",1280841575902509425638,False,17280,"2:7,3:3,5:1",0,0,1,-1
15,13,1,2,3,"(9, 2)",1280841575910198097513,False,18093,"3:1,37:1,163:1",0,-1,-1,1
15,13,1,2,3,"(9, 3)",1280841575912760988138,False,18368,"2:6,7:1,41:1",-1,-1,0,1
15,13,1,2,3,"(9, 4)",1280841575915323878763,False,18645,"3:1,5:1,11:1,113:1",0,0,1,0
15,13,1,2,3,"(9, 7)",1280841575923012550638,False,19488,"2:5,3:1,7:1,29:1",0,-1,0,-1
15,13,1,2,3,"(9, 8)",1280841575925575441263,False,19773,"3:2,13:3",0,-1,-1,-1
15,13,1,2,3,"(9, 10)",1280841575930701222513,False,20349,"3:2,7:1,17:1,19:1",0,1,0,-1
15,13,1,2,3,"(9, 11)",1280841575933264113138,False,20640,"2:5,3:1,5:1,43:1",0,0,1,1
15,13,1,2,3,"(9, 14)",1280841575940952785013,False,21525,"3:1,5:2,7:1,41:1",0,0,0,1
15,13,1,2,3,"(10, 0)",1280841575943515675638,False,21824,"2:6,11:1,31:1",-1,1,-1,0
15,13,1,2,3,"(10, 2)",1280841575948641456888,False,22428,"2:2,3:2,7:1,89:1",0,-1,0,-1
15,13,1,2,3,"(10, 3)",1280841575951204347513,False,22733,"127:1,179:1",-1,-1,1,-1
15,13,1,2,3,"(10, 6)",1280841575958893019388,False,23660,"2:2,5:1,7:1,13:2",-1,0,0,-1
15,13,1,2,3,"(10, 7)",1280841575961455910013,False,23973,"3:1,61:1,131:1",0,-1,-1,1
15,13,1,2,3,"(10, 9)",1280841575966581691263,False,24605,"5:1,7:1,19:1,37:1",-1,0,0,1
15,13,1,2,3,"(10, 10)",1280841575969144581888,False,24924,"2:2,3:1,31:1,67:1",0,1,1,1
15,13,1,2,3,"(10, 12)",1280841575974270363138,False,25568,"2:5,17:1,47:1",-1,-1,1,1
15,13,1,2,3,"(10, 13)",1280841575976833253763,False,25893,"3:3,7:1,137:1",0,-1,0,-1
15,13,1,2,3,"(10, 14)",1280841575979396144388,False,26220,"2:2,3:1,5:1,19:1,23:1",0,0,-1,-1
15,13,1,2,3,"(11, 4)",1280841575992210597513,False,27885,"3:1,5:1,11:1,13:2",0,0,1,0
15,13,1,2,3,"(11, 6)",1280841575997336378763,False,28565,"5:1,29:1,197:1",-1,0,-1,1
15,13,1,2,3,"(11, 7)",1280841575999899269388,False,28908,"2:2,3:2,11:1,73:1",0,-1,-1,0
15,13,1,2,3,"(11, 8)",1280841576002462160013,False,29253,"3:1,7:2,199:1",0,-1,0,1
15,13,1,2,3,"(11, 9)",1280841576005025050638,False,29600,"2:5,5:2,37:1",-1,0,1,-1
15,13,1,2,3,"(11, 11)",1280841576010150831888,False,30300,"2:2,3:1,5:2,101:1",0,0,1,-1
15,13,1,2,3,"(11, 13)",1280841576015276613138,False,31008,"2:5,3:1,17:1,19:1",0,-1,-1,-1
15,13,1,2,3,"(11, 14)",1280841576017839503763,False,31365,"3:2,5:1,17:1,41:1",0,0,-1,1
15,13,1,2,3,"(12, 3)",1280841576028091066263,False,32813,"11:1,19:1,157:1",-1,-1,1,0
15,13,1,2,3,"(12, 4)",1280841576030653956888,False,33180,"2:2,3:1,5:1,7:1,79:1",0,0,0,1
15,13,1,2,3,"(12, 5)",1280841576033216847513,False,33549,"3:1,53:1,211:1",0,1,-1,-1
15,13,1,2,3,"(12, 6)",1280841576035779738138,False,33920,"2:7,5:1,53:1",-1,0,-1,-1
15,13,1,2,3,"(12, 7)",1280841576038342628763,False,34293,"3:1,7:1,23:1,71:1",0,-1,0,-1
15,13,1,2,3,"(12, 10)",1280841576046031300638,False,35424,"2:5,3:3,41:1",0,1,1,1
15,13,1,2,3,"(12, 11)",1280841576048594191263,True,35805,"3:1,5:1,7:1,11:1,31:1",0,0,0,0
15,13,1,2,3,"(12, 12)",1280841576051157081888,False,36188,"2:2,83:1,109:1",-1,-1,-1,1
15,13,1,2,3,"(13, 0)",1280841576058845753763,False,37349,"13:3,17:1",-1,1,1,1
15,13,1,2,3,"(13, 2)",1280841576063971535013,False,38133,"3:2,19:1,223:1",0,-1,1,-1
15,13,1,2,3,"(13, 3)",1280841576066534425638,False,38528,"2:7,7:1,43:1",-1,-1,0,-1
15,13,1,2,3,"(13, 5)",1280841576071660206888,False,39324,"2:2,3:1,29:1,113:1",0,1,-1,-1
15,13,1,2,3,"(13, 6)",1280841576074223097513,False,39725,"5:2,7:1,227:1",-1,0,0,1
15,13,1,2,3,"(13, 7)",1280841576076785988138,False,40128,"2:6,3:1,11:1,19:1",0,-1,1,0
15,13,1,2,3,"(13, 10)",1280841576084474660013,False,41349,"3:1,7:1,11:1,179:1",0,1,0,0
15,13,1,2,3,"(13, 12)",1280841576089600441263,False,42173,"181:1,233:1",-1,-1,-1,-1
15,13,1,2,3,"(13, 14)",1280841576094726222513,False,43005,"3:1,5:1,47:1,61:1",0,0,1,-1
15,13,1,2,3,"(14, 1)",1280841576099852003763,True,43845,"3:1,5:1,37:1,79:1",0,0,1,-1
15,13,1,2,3,"(14, 2)",1280841576102414894388,False,44268,"2:2,3:1,7:1,17:1,31:1",0,-1,0,1
15,13,1,2,3,"(14, 3)",1280841576104977785013,True,44693,"11:1,17:1,239:1",-1,-1,-1,0
15,13,1,2,3,"(14, 4)",1280841576107540675638,False,45120,"2:6,3:1,5:1,47:1",0,0,-1,1
15,13,1,2,3,"(14, 5)",1280841576110103566263,False,45549,"3:3,7:1,241:1",0,1,0,1
15,13,1,2,3,"(14, 8)",1280841576117792238138,False,46848,"2:8,3:1,61:1",0,-1,1,-1
15,13,1,2,3,"(14, 10)",1280841576122918019388,False,47724,"2:2,3:1,41:1,97:1",0,1,-1,-1
15,13,1,2,3,"(14, 12)",1280841576128043800638,False,48608,"2:5,7:2,31:1",-1,-1,0,-1
